"astro-ph/9405040","Hans J. Haubold","H.J. Haubold and A.M. Mathai","Solar nuclear energy generation and the chlorine solar neutrino
  experiment","15 pages in LaTeX, 4 figures available on request from
  haubold@ekpvs2.dnet.tuwien.ac.at","AIP Conference Proceedings 320(1994)102-116","10.1063/1.47009","Centre for Mathematical Sciences preprint #27","astro-ph hep-ph",,"  The study of solar neutrinos may provide important insights into the physics
of the central region of the Sun. Four solar neutrino experiments have
confirmed the solar neutrino problem but do not clearly indicate whether solar
physics, nuclear physics, or neutrino physics have to be improved to solve it.
Nonlinear relations among the different neutrino fluxes are imposed by two
coupled systems of differential equations governing the internal structure and
time evolution of the Sun. We assume that the results of the four neutrino
experiments are correct and are concerned not with the discrepancy between the
average rate and the predicted rate, but with a possible time dependence of the
argon production rate as revealed in the Homestake experiment over a time
period of 20 years. Based on the subtlety of the solar neutrino problem we
review here quantitatively the physical laws employed for understanding the
internal solar structure and conjecture that the interlink between specific
nuclear reactions of the PPIII-branch of the proton-proton chain may allow the
high-energy solar neutrino flux to vary over time.
","[{""version"":""v1"",""created"":""Wed, 18 May 1994 04:09:20 GMT""}]","2009-10-22"
"astro-ph/9405042","Max Tegmark","Max Tegmark, Joseph Silk","Reionization in an open cdm universe: implications for cosmic microwave
  background fluctuations","17 pages, incl 7 figures. Stone-age postscript replaced by LATeX.
  Latest version at http://www.sns.ias.edu/~max/openreion.html (faster from the
  US), from http://www.mpa-garching.mpg.de/~max/openreion.html (faster from
  Europe) or from max@ias.edu","Astrophys.J.441:458-464,1995","10.1086/175371",,"astro-ph",,"  We generalize previous work on early photoionization to CDM models with
Omega<1. Such models have received recent interest because the excess power in
the large-scale galaxy distribution is phenomenologically fit if the ``shape
parameter"" Gamma=h Omega_0 is about 0.25. It has been argued that such models
may require early reionization to suppress small-scale anisotropies in order to
be consistent with experimental data. We find that if the cosmological constant
lambda=0, the extent of this suppression is quite insensitive to Omega_0. Given
a sigma_8-normalization today, the loss of small-scale power associated with a
lower Omega_0 is partially canceled by higher optical depth from longer
lookback times and by structures forming at higher redshifts before the
universe becomes curvature-dominated. The maximum angular scale on which
fluctuations are suppressed decreases when Omega_0 is lowered, but this effect
is also rather weak and unlikely to be measurable in the near future. For flat
models, on the other hand, where lambda_0 = 1-Omega_0, the negative effects of
lowering Omega_0 dominate, and early reionization is not likely to play a
significant role if Omega_0<<1. The same applies to CDM models where the
effective Gamma is lowered by increasing the number of relativistic particle
species.
","[{""version"":""v1"",""created"":""Tue, 17 May 1994 23:40:35 GMT""},{""version"":""v2"",""created"":""Sun, 8 Sep 1996 14:19:40 GMT""}]","2009-10-07"
"cond-mat/9405048","Wenbin Yu","Wenbin Yu and D. Stroud","Kinetic Inductance of Josephson Junction Arrays: Dynamic and Equilibrium
  Calculations","14 pages + 6 postscript figures, 3.0 REVTeX",,"10.1103/PhysRevB.50.13632",,"cond-mat",,"  We show analytically that the inverse kinetic inductance $L^{-1}$ of an
overdamped junction array at low frequencies is proportional to the admittance
of an inhomogeneous equivalent impedance network. The $ij^{th}$ bond in this
equivalent network has an inverse inductance
$J_{ij}\cos(\theta_i^0-\theta_j^0-A_{ij})$, where $J_{ij}$ is the Josephson
coupling energy of the $ij^{th}$ bond, $\theta_i^0$ is the ground-state phase
of the grain $i$, and $A_{ij}$ is the usual magnetic phase factor. We use this
theorem to calculate $L^{-1}$ for square arrays as large as $180\times 180$.
The calculated $L^{-1}$ is in very good agreement with the low-temperature
limit of the helicity modulus $\gamma$ calculated by conventional equilibrium
Monte Carlo techniques. However, the finite temperature structure of $\gamma$,
as a function of magnetic field, is \underline{sharper} than the
zero-temperature $L^{-1}$, which shows surprisingly weak structure. In
triangular arrays, the equilibrium calculation of $\gamma$ yields a series of
peaks at frustrations $f = \frac{1}{2}(1-1/N)$, where $N$ is an integer $\geq
2$, consistent with experiment.
","[{""version"":""v1"",""created"":""Tue, 17 May 1994 21:11:02 GMT""}]","2009-10-22"
"cond-mat/9405049","Dan Cox","D.L. Cox (Ohio State)","Resistivity of the Two-Channel Kondo Model in Infinite Dimensions","(5 Pages, REVTEX format, one postscript figure to be stripped off and
  printed separately)",,,,"cond-mat",,"  Analytic results for the resistivity of the two-channel Kondo lattice in a
particular infinite dimensional limit (Lorentzian density of states) are
presented. It is argued that in the absence of symmetry breaking phase
transitions or applied fields there is a residual resistivity at zero
temperature due to the spin disorder scattering off of the two-channel
screening clouds. This may explain the unusual resistivity of UBe$_{13}$. For
the same limit the single channel Kondo lattice is an insulator states at
particle hole symmetry and half filling, but metallic away from particle-hole
symmetry or in applied magnetic field.
","[{""version"":""v1"",""created"":""Tue, 17 May 1994 23:21:30 GMT""},{""version"":""v2"",""created"":""Fri, 20 May 1994 00:09:19 GMT""}]","2008-02-03"
"cond-mat/9405050",,"Jian Ma, C.Quitmann, R.J.Kelley, P.Alm\'eras, H.Berger, G.
  Margaritondo, and M.Onellion (Dept.of Phys. & ASC, UW-Madison and EPFL
  Switzerland)","Observation of a van Hove Singularity in
  $Bi_{2}Sr_{2}Ca_{1}Cu_{2}O_{8+x}$ with Angle Resolved Photoemission","APS_Revtex. 28 pages, including 16 figures, available upon request.
  UW-Madison preprint#3",,"10.1103/PhysRevB.51.3832",,"cond-mat",,"  We have performed high energy resolution angle-resolved photoemission studies
of the normal state band structure of oxygen overdoped
$Bi_{2}Sr_{2}Ca_{1}Cu_{2}O_{8+x}$. We find that there is an extended saddle
point singularity in the density of states along $\Gamma-\bar{M}-Z$ direction.
The data also indicate that there is an asymmetry in the Fermi surface for both
the $\Gamma-\bar{M}-Z$ and perpendicular directions.
","[{""version"":""v1"",""created"":""Wed, 18 May 1994 01:27:03 GMT""}]","2016-08-14"
"funct-an/9405004","Dr S. C. Power","S. C. Power","Homology for operator algebras I: Spectral homology for reflexive
  algebras","36 pages, Latex",,,,"funct-an math.OA",,"  A stable homology theory is defined for completely distributive CSL algebras
in terms of the point-neighbourhood homology of the partially ordered set of
meet-irreducible elements of the invariant projection lattice. This specialises
to the simplicial homology of the underlying simplicial complex in the case of
a digraph algebra. These groups are computable and useful. In particular it is
shown that if the first spectral homology group is trivial then Schur
automorphisms are automatically quasispatial. This motivates the introduction
of essential Hochschild cohomology which we define by using the point weak star
closure of coboundaries in place of the usual coboundaries.
","[{""version"":""v1"",""created"":""Wed, 18 May 1994 12:34:58 GMT""}]","2008-02-03"
"funct-an/9405005","Dr S. C. Power","S. C. Power","Homology for operator algebras II : Stable homology for non-self-adjoint
  algebras","56 pages, Latex",,,,"funct-an math.OA",,"  A new homology is defined for a non-self-adjoint operator algebra and
distinguished masa which is based upon cycles and boundaries associated with
complexes of partial isometries in the stable algebra. Under natural hypotheses
the zeroth order group coincides with the $\ K_0$\ group of the generated
C*-algebra. Several identifications and applications are given, and in
particular it is shown how stable homology is significant for the
classification of regular subalgebras and regular limit algebras.
","[{""version"":""v1"",""created"":""Wed, 18 May 1994 12:35:37 GMT""}]","2008-02-03"
"gr-qc/9405037","Paul Henry Casper","Bruce Allen, Paul Casper, and Adrian Ottewill","Analytic Results for the Gravitational Radiation from a Class of Cosmic
  String Loops","15 pages, RevTex 3.0, 7 figures available via anonymous ftp from
  directory pub/pcasper at alpha1.csd.uwm.edu, WISC-MILW-94-TH-13","Phys.Rev. D50 (1994) 3703-3712","10.1103/PhysRevD.50.3703",,"gr-qc astro-ph",,"  Cosmic string loops are defined by a pair of periodic functions ${\bf a}$ and
${\bf b}$, which trace out unit-length closed curves in three-dimensional
space. We consider a particular class of loops, for which ${\bf a}$ lies along
a line and ${\bf b}$ lies in the plane orthogonal to that line. For this class
of cosmic string loops one may give a simple analytic expression for the power
$\gamma$ radiated in gravitational waves. We evaluate $\gamma$ exactly in
closed form for several special cases: (1) ${\bf b}$ a circle traversed $M$
times; (2) ${\bf b}$ a regular polygon with $N$ sides and interior vertex angle
$\pi-2\pi M/N$; (3) ${\bf b}$ an isosceles triangle with semi-angle $\theta$.
We prove that case (1) with $M=1$ is the absolute minimum of $\gamma$ within
our special class of loops, and identify all the stationary points of $\gamma$
in this class.
","[{""version"":""v1"",""created"":""Tue, 17 May 1994 19:13:18 GMT""}]","2009-10-22"
"gr-qc/9405038","Maria Bento","M.C. Bento and O. Bertolami","General Cosmological Features of the Einstein-Yang-Mills-Dilaton System","11 pages, Plain Tex, CERN-TH.7130/93","Phys.Lett.B336:6-10,1994","10.1016/0370-2693(94)00965-1",,"gr-qc",,"  We establish the main features of homogeneous and isotropic dilaton, metric
and Yang-Mills field configurations in a cosmological framework. Special
attention is paid to the energy exchange between the dilaton and the Yang-Mills
field and, in particular, a new energy exchange term is identified.
Implications for the Polonyi problem in 4-dimensional string models and in
dynamical supersymmetry breaking scenarios are discussed.
","[{""version"":""v1"",""created"":""Wed, 18 May 1994 14:02:58 GMT""}]","2010-11-01"
"gr-qc/9405039","Claus Kiefer","C. Kiefer","Semiclassical Gravity and the Problem of Time","5 pages, LATEX, Report Freiburg THEP-94/4, Contribution for the
  Lanczos Conference Proceedings",,,,"gr-qc",,"  I give a brief review of the recovery of semiclassical time from quantum
gravity and discuss possible extrapolations of this concept to the full theory.
","[{""version"":""v1"",""created"":""Wed, 18 May 1994 13:57:18 GMT""}]","2007-05-23"
"gr-qc/9405040","Claus Kiefer","D. Giulini and C. Kiefer","Wheeler-Dewitt Metric and the Attractivity of Gravity","LATEX, 6pages, slightly corrected and enlarged version, to appear in
  Phys. Lett. A","Phys.Lett. A193 (1994) 21-24","10.1016/0375-9601(94)00651-2",,"gr-qc",,"  We investigate the class of ultralocal metrics on the configuration space of
canonical gravity. It is described by a parameter $\alpha$, where $\alpha=0.5$
corresponds to general relativity.
  For $\alpha$ less than a critical value the signature is positive definite,
while for all other values it is indefinite. We show that in the positive
definite case gravity becomes repulsive. From the primordial helium abundance
we find that $\alpha$ must lie between $0.4$ and $0.55$.
","[{""version"":""v1"",""created"":""Wed, 18 May 1994 14:23:09 GMT""},{""version"":""v2"",""created"":""Thu, 8 Sep 1994 07:38:24 GMT""}]","2009-10-22"
