"astro-ph/9408066",,"David H Lyth and Andrew R Liddle","Interpreting Large Scale Structure Observations","36 pages, standard LaTeX plus three uuencoded postscript figures,
  SUSSEX-AST 94/8-2",,,,"astro-ph hep-ph",,"  The standard model of large scale structure is considered, in which the
structure originates as a Gaussian adiabatic density perturbation with a nearly
scale invariant spectrum. The basic theoretical tool of cosmological
perturbation theory is described, as well as the possible origin of the density
perturbation as a vacuum fluctuation during inflation. Then, after normalising
the spectrum to fit the cosmic microwave background anisotropy measured by
COBE, some versions of the standard model are compared with a variety of data
coming from observations of galaxies and galaxy clusters. The recent COBE
analysis of G\'{o}rski and collaborators is used, which gives a significantly
higher normalization than earlier ones. The comparison with galaxy and cluster
data is done using linear theory, supplemented by the Press-Schechter formula
when discussing object abundances of rich clusters and of damped Lyman alpha
systems. By focussing on the smoothed density contrast as a function of scale,
the observational data can be conveniently illustrated on a single figure,
facilitating easy comparison with theory. The spectral index is constrained to
$0.6<n<1.1$, and in particle physics motivated models that predict significant
gravitational waves the lower limit is tightened to $0.8$. [To appear,
Proceedings of Journee Cosmologie, Paris, June 1994]
","[{""version"":""v1"",""created"":""Thu, 18 Aug 1994 18:26:00 GMT""}]","2007-05-23"
"astro-ph/9408067","Julio Navarro","Julio F. Navarro, Carlos S. Frenk, and Simon D.M. White","The Assembly of Galaxies in a Hierarchically Clustering Universe","11 pages, uuencoded file, fig. from dust0.dur.ac.uk (129.234.8.70),
  /pub/jfn/gxass_fig_ps.tar.Z","Mon.Not.Roy.Astron.Soc.275:56-66,1995","10.1093/mnras/275.1.56",,"astro-ph",,"  We study the formation of galaxies by using $N$-body/hydrodynamics
simulations to investigate how baryons collect at the centre of dark matter
halos. We treat the dark matter as a collisionless fluid and the baryons as an
ideal gas. We include the effects of gravity, pressure gradients,
hydrodynamical shocks, and radiative energy losses, but we neglect star
formation. Our initial conditions assume a flat universe dominated by cold dark
matter with a mean baryon abundance of 10\% by mass. Typical halos form through
the merging of a few smaller systems which had themselves formed in a similar
manner at higher redshift. The gas collects at the bottom of dark matter
potential wells as soon as these are properly resolved by our simulations.
There it settles into cold, tightly bound disks, and it remains cold during
subsequent evolution. As their halos coalesce, these disks merge on a timescale
that is consistent with dynamical friction estimates based on their {\it total}
(gas + surrounding dark matter) mass. Both the merger rates of the disks and
their mass spectrum are in remarkably good agreement with recent analytic
models that describe the evolution of {\it dark halos} in a hierarchical
universe. This very simple model of galaxy formation suffers from serious
shortcomings. It predicts that most baryons should be locked up in galaxies,
whereas in the real universe most baryons are thought to lie outside visible
galaxies. In addition, it predicts the specific angular momentum of a disk to
be only about 20\% that of its surrounding halo, corresponding to a radius
smaller than that of observed spiral galaxy disks.
","[{""version"":""v1"",""created"":""Thu, 18 Aug 1994 16:39:45 GMT""}]","2015-06-24"
"astro-ph/9408068","Robert Nelson","Robert W. Nelson and Scott Tremaine","The Damping and Excitation of Galactic Warps by Dynamical Friction","Submitted to MNRAS, 39 pages, uuencoded tar-compressed postscript,
  CITA-94-33",,"10.1093/mnras/275.4.897",,"astro-ph",,"  We investigate the dynamical interaction of galactic warps with the
surrounding dark matter halo, using analytic perturbation theory. A precessing
warp induces a density wake in the collisionless dark matter, which acts back
on the original warp, transferring energy and angular momentum between the warp
and halo (dynamical friction). In most cases dynamical friction damps the warp,
but in unusual circumstances (such as a halo that rotates in the same direction
as the precession of the warp, or a warp in the equatorial plane of an
axisymmetric prolate halo) friction can excite a warp. The damping/excitation
time is usually short compared to the Hubble time for realistic systems. Thus
most warps cannot be primordial; they must be maintained by some ongoing
excitation mechanism.
","[{""version"":""v1"",""created"":""Thu, 18 Aug 1994 21:08:01 GMT""}]","2015-06-24"
"astro-ph/9408069","Julio Navarro","Julio F. Navarro, Carlos S. Frenk, and Simon D.M. White","Simulations of X-ray Clusters","uuencoded file, 14 pages, figures from dust0.dur.ac.uk
  (129.234.8.70), /pub/jfn/xrclus_fig_ps.tar.Z","Mon.Not.Roy.Astron.Soc.275:720-740,1995","10.1093/mnras/275.3.720",,"astro-ph",,"  We present simulations of the formation and evolution of galaxy clusters in
the Cold Dark Matter cosmogony. Clusters with a wide range of mass were
selected from previous N-body models, and were resimulated at higher resolution
using a combined N-body/Smooth Particle Hydrodynamics code. The effects of
radiative cooling on the gas are neglected. While many present-day clusters are
predicted to be undergoing mergers, the density profiles of those that are
approximately in equilibrium are all very similar, both for the gas and for the
dark matter. These profiles show no sign of a uniform density core and steepen
gradually from the centre outwards. The standard $\beta$-model is a reasonable
fit over most of the radius range observable in real clusters. However, the
value obtained for the slope parameter $\beta_f$ increases with the outermost
radius of the fit. Temperature profiles of different simulated clusters are
also similar. Typically the temperature is almost uniform in the regions which
emit most of the X-ray flux but drops at larger radii. The gas temperature and
dark matter velocity dispersion in equilibrium clusters give values of
$\beta_T\equiv \mu m_p\sigma_{DM}^2/kT$ which are consistent with unity
provided an X-ray emission-weighted temperature is used. Larger values of
$\beta_T$ are found in merging objects where there is a transient boost in the
velocity dispersion of the system. Thus $\beta_T >1$ may be an observational
indicator of merging in real clusters. The similar structure of clusters of
differing mass results in scaling relations between the X-ray and dynamical
properties of clusters identified at
","[{""version"":""v1"",""created"":""Thu, 18 Aug 1994 16:21:05 GMT""}]","2015-06-24"
"astro-ph/9408070",,"A. Kogut, A.J. Banday, C.L. Bennett, G. Hinshaw, P.M. Lubin, and G.F.
  Smoot","Gaussian Statistics of the Cosmic Microwave Background: Correlation of
  Temperature Extrema In the COBE DMR Two-Year Sky Maps","uuencoded compressed PostScript file (8 pages including 1 figure)
  submitted to The Astrophysical Journal Letters, August 18, 1994 (COBE
  preprint 94-15)","Astrophys.J.439:L29,1995","10.1086/187737",,"astro-ph",,"  We use the two-point correlation function of the extrema points (peaks and
valleys) in the COBE Differential Microwave Radiometers (DMR) 2-year sky maps
as a test for non-Gaussian temperature distribution in the cosmic microwave
background anisotropy. A maximum likelihood analysis compares the DMR data to
n=1 toy models whose random-phase spherical harmonic components $a_{\ell m}$
are drawn from either Gaussian, $\chi^2$, or log-normal parent populations. The
likelihood of the 53 GHz (A+B)/2 data is greatest for the exact Gaussian model.
All non-Gaussian models tested are ruled out at 90\% confidence, limited by
type II errors in the statistical inference. The extrema correlation function
is a stronger test for this class of non-Gaussian models than topological
statistics such as the genus.
","[{""version"":""v1"",""created"":""Fri, 19 Aug 1994 13:43:22 GMT""}]","2011-05-10"
"cmp-lg/9408010","Joerg Ueberla","Joerg P. Ueberla (Simon Fraser University, Vancouver, Canada)","On Using Selectional Restriction in Language Models for Speech
  Recognition","feedback is welcome to ueberla@cs.sfu.ca",,,"CMPT TR 94-03","cmp-lg cs.CL",,"  In this paper, we investigate the use of selectional restriction -- the
constraints a predicate imposes on its arguments -- in a language model for
speech recognition. We use an un-tagged corpus, followed by a public domain
tagger and a very simple finite state machine to obtain verb-object pairs from
unrestricted English text. We then measure the impact the knowledge of the verb
has on the prediction of the direct object in terms of the perplexity of a
cluster-based language model. The results show that even though a clustered
bigram is more useful than a verb-object model, the combination of the two
leads to an improvement over the clustered bigram model.
","[{""version"":""v1"",""created"":""Fri, 19 Aug 1994 12:21:46 GMT""}]","2008-02-03"
"cond-mat/9408052","Rolf Heid","R. Heid, Ya. B. Bazaliy, V. Martisovitsi, and D. L. Cox","Staggered Superconductivity in UPt$_3$: A New Phenomenological Approach","12 pages, 3 postscript figures are appended as a uuencoded file,
  RevTeX 3.0",,"10.1103/PhysRevLett.74.2571",,"cond-mat",,"  We present a new Ginzburg-Landau theory for superconductivity in UPt$_3$,
based upon a multicomponent order parameter transforming under an irreducible
space group representation; the phase is staggered in real space. Our model can
explain the $H-T-P$ phase diagram including the tetracritical point for all
field directions. We motivate this unconventional superconducting state in
terms of odd-in-time-reversal pairing that may arise in one- or two-channel
Kondo models, and suggest experimental tests.
","[{""version"":""v1"",""created"":""Thu, 18 Aug 1994 18:08:28 GMT""}]","2009-10-22"
"cond-mat/9408053","Julia Yeomans","F. Seno and J.M. Yeomans","Spin Softening in Models with Competing Interactions: A New High
  Anisotropy Expansion to All Orders","Revtex 11p, to appear in Phys. Rev. B (rapid comm.), OUTP-94-17S",,"10.1103/PhysRevB.50.10385",,"cond-mat",,"  An expansion in inverse spin anisotropy, which enables us to study the
behaviour of discrete spin models as the spins soften, is developed. In
particular we focus on models, such as the chiral clock model and the $p$-state
clock model with competing first and second neighbour interactions, where there
are special multiphase points at zero temperature at which an infinite number
of ground states are degenerate. The expansion allows calculation of the ground
state phase diagram near these points as the spin anisotropy, which constrains
the spin to take discrete values, is reduced from infinity. Several different
behaviours are found, from a single first order phase boundary to infinite
series of commensurate phases.
","[{""version"":""v1"",""created"":""Fri, 19 Aug 1994 09:16:31 GMT""}]","2009-10-22"
"cond-mat/9408054","Georg Junker","Akira Inomata and Georg Junker","Quasi-classical path integral approach to supersymmetric quantum
  mechanics","13 pages + 5 figures, complete paper submitted as postscript file, to
  appear in Phys. Rev. A","Phys. Rev. A 50 (1994) 3638-3649","10.1103/PhysRevA.50.3638",,"cond-mat chem-ph hep-th",,"  {}From Feynman's path integral, we derive quasi-classical quantization rules
in supersymmetric quantum mechanics (SUSY-QM). First, we derive a SUSY
counterpart of Gutzwiller's formula, from which we obtain the quantization rule
of Comtet, Bandrauk and Campbell when SUSY is good. When SUSY is broken, we
arrive at a new quantization formula, which is found as good as and even
sometime better than the WKB formula in evaluating energy spectra for certain
one-dimensional bound state problems. The wave functions in the stationary
phase approximation are also derived for SUSY and broken SUSY cases. Insofar as
a broken SUSY case is concerned, there are strong indications that the new
quasi-classical approximation formula always overestimates the energy
eigenvalues while WKB always underestimates.
","[{""version"":""v1"",""created"":""Fri, 19 Aug 1994 10:02:29 GMT""}]","2009-10-22"
"cond-mat/9408055","Theo Nieuwenhuizen","Th. M. Nieuwenhuizen","Quantum description of spherical spins","4 pages postscript. Revised version, to appear in Phys. Rev. Lett",,"10.1103/PhysRevLett.74.4293",,"cond-mat",,"  The spherical model for spins describes ferromagnetic phase transitions well,
but it fails at low temperatures. A quantum version of the spherical model is
proposed. It does not induce qualitative changes near the phase transition.
However, it produces a physical low temperature behavior. The entropy is
non-negative. Model parameters can be adapted to the description of real
quantum spins. Several applications are discussed. Zero-temperature quantum
phase transitions are analyzed for a ferromagnet and a spin glass in a
transversal field. Their crossover exponents are presented.
","[{""version"":""v1"",""created"":""Fri, 19 Aug 1994 11:32:37 GMT""},{""version"":""v2"",""created"":""Mon, 29 Aug 1994 10:52:40 GMT""},{""version"":""v3"",""created"":""Thu, 18 May 1995 14:02:08 GMT""}]","2009-10-22"
"cond-mat/9408056","Theo Nieuwenhuizen","Th. M. Nieuwenhuizen","Exactly solvable model of a quantum spin glass","4 pages postscript. Revised version, to appear in Phys. Rev. Lett",,"10.1103/PhysRevLett.74.4289",,"cond-mat",,"  A mean field spherical model with random couplings between pairs, quartets,
and possibly higher multiplets of spins is considered. It has the same critical
behavior as the Sherrington-Kirkpatrick model. It thus exhibits replica
symmetry breaking. The order parameter function is solved exactly in the whole
low temperature phase. The zero field cooled susceptibility remains finite at
low $T$. Next a quantum version of the system is considered. Whereas the
magnetic properties are not altered qualitatively, the thermodynamics is now
regular at small temperatures.
","[{""version"":""v1"",""created"":""Fri, 19 Aug 1994 11:33:19 GMT""},{""version"":""v2"",""created"":""Thu, 18 May 1995 14:01:06 GMT""}]","2009-10-22"
"cond-mat/9408057","Robert Eder","R. Eder and Y. Ohta (Department of Applied Physics, Nagoya University,
  Nagoya 464-01, Japan)","Spin dynamics of the doped t-J model","Remarks: RevTex-file (3 PRB pages) + 6 figures attached as compressed
  postscript files",,,,"cond-mat",,"  We present a new method for studying the low energy excitations in finite
cluster systems and apply it to clarify the nature of the low energy spin
excitations in the moderately doped t-J model.
  We find that the character of the low energy spin excitations changes within
the Brillouin zone, with the dominant excitation for momentum transfer (pi,pi)
being a spin wave-like collective mode.
  Spin excitations with momentum transfer different from (pi,pi) have
particle-hole character. We give an explicit construction of a low energy
collective spin mode in a system with `almost broken symmetry' and demonstrate
its validity by explicit numerical check.
","[{""version"":""v1"",""created"":""Fri, 19 Aug 1994 12:06:57 GMT""}]","2007-05-23"
"cond-mat/9408058","C. W. J. Beenakker","C.W.J. Beenakker (Instituut-Lorentz, Leiden, The Netherlands)","Random-Matrix Theory of Quantum Size Effects on Nuclear Magnetic
  Resonance in Metal Particles","4 pages, REVTeX-3.0, 1 postscript figure, INLO-PUB-940819; [2017:
  figure included in text]","Phys.Rev.B 50 (1994) 15170","10.1103/PhysRevB.50.15170",,"cond-mat","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  The distribution function of the local density of states is computed exactly
for the Wigner-Dyson ensemble of random Hamiltonians. In the absence of
time-reversal symmetry, precise agreement is obtained with the ""supersymmetry""
theory by Efetov and Prigodin of the NMR lineshape in disordered metal
particles. Upon breaking time-reversal symmetry, the variance of the Knight
shift in the smallest particles is reduced by a universal factor of 2/3. ***To
be published in Physical Review B.****
","[{""version"":""v1"",""created"":""Fri, 19 Aug 1994 14:47:49 GMT""},{""version"":""v2"",""created"":""Wed, 6 Dec 2017 14:43:03 GMT""}]","2017-12-07"
"cond-mat/9408059","Deniz Ertas","Mehran Kardar and Deniz Ertas","Nonequilibrium Dynamics of Fluctuating Lines","24 pages, Plain TeX, figures included via epsf.sty and packed with
  uufiles, MIT-CMT-EK-94-3",,,,"cond-mat",,"  These notes are for the proceedings of the NATO Advanced Study Insitutue on
""Scale Invariance, Interfaces, and Non--Equilibrium Dynamics"", held at the
Isaac Newton Institute, 20--30 June 1994. The four lectures address a number of
issues related to dynamic fluctuations of lines in non-equilibrium
circumstances. The first two are devoted to the critical behavior of contact
lines and flux lines depinning from impurities. It is emphasized that
anisotropies in the medium lead to different universality classes. The
importance of nonlinearities for moving lines are discussed in the context of
flux lines and polymers in the last two lectures. A dynamic form birefringence
is predicted for drifting polymers.
","[{""version"":""v1"",""created"":""Fri, 19 Aug 1994 15:19:03 GMT""}]","2007-05-23"
"cond-mat/9408060","Heiko Rieger","J. Kisker H. Rieger and M. Schreckenberg","Escape from Metastability via Aging: Non-Equilibrium Dynamics in a One-
  Dimensional Ising Model","RevTeX 11 pages + 9 figures (appended as uuencoded compressed
  tar-file), THP71-94","J. Phys. A 27 (1994) L853",,,"cond-mat hep-lat",,"  The non-equilibrium dynamics of a one-dimensional Ising model with uniform,
short-ranged three-spin interactions is investigated. It is shown that this
model possesses an exponentially large number of metastable configurations that
are stable against single spin flips. This glass-like situation results in a
complete freezing of the system at low temperatures for times smaller than an
intrinsic time-scale, which diverges exponentially with inverse temperature.
Via thermal activation the system eventually escapes from this frozen state,
which is signals the onset of aging by domain growth.
","[{""version"":""v1"",""created"":""Fri, 19 Aug 1994 15:43:34 GMT""}]","2007-05-23"
"cond-mat/9408061","Goetz Uhrig","G.S. Uhrig","Conductivity of interacting spinless fermion systems via the high
  dimensional approach","Latex, 4 pages","Physica B 206/207, 698 (1995)","10.1016/0921-4526(94)00560-I","Koeln-ITP-gu-1","cond-mat",,"  Spinless fermions with repulsion are treated non-perturbatively by
classifying the diagrams of the generating functional $\Phi$ in powers of the
inverse lattice dimension $1/d$. The equations derived from the first two
orders are evaluated on the one- and on the two-particle level. The order
parameter of the AB-charge density wave (AB-CDW) occurring at larger
interaction is calculated in $d=3$. The Bethe-Salpeter equation is evaluated
for the conductivity $\sigma(\om)$ which is found to have two peaks within the
energy gap $2\Delta$ in the AB-CDW: a remnant of the Drude peak and an
excitonic resonance. Unexpectedly, $\sigma_{\rm\scriptscriptstyle DC}$ does not
vanish for $T\to 0$
","[{""version"":""v1"",""created"":""Fri, 19 Aug 1994 15:46:34 GMT""}]","2009-10-22"
