"astro-ph/9408001","Robert Crittenden","Robert Crittenden","Polarization-Temperature Correlations in the Microwave Background","8 pages uu-encoded postscript, 4 figures, included. Talk presented at
  the Case-Western Reserve Univ. CMB Workshop, ""Two Years After COBE.""
  PUPT-94-1487",,,,"astro-ph",,"  The polarization of the CMB offers a potentially valuable probe of the
physics of the early universe, specifically of the velocity of the
photon-baryon fluid on the last scattering surface. Here we discuss
qualitatively the correlations that arise between the temperature anisotropies
and polarization of the CMB and how they might be observed.
","[{""version"":""v1"",""created"":""Mon, 1 Aug 1994 14:58:26 GMT""}]","2007-05-23"
"chao-dyn/9407017","Jean-Bruno Erismann","A. Lambert, R. Lima","Stability of Wavelengths and Spatiotemporal Intermittency in Coupled Map
  Lattices","30 pages,TeX,32 fig",,"10.1016/0167-2789(94)90006-X","CPT-92/P.2832","chao-dyn nlin.CD",,"  In relation to spatiotemporal intermittency, as it can be observed in coupled
map lattices, we study the stability of different wavelengths in competition.
Introducing a two dimensional map, we compare its dynamics with the one of the
whole lattice. We conclude a good agreement between the two. The reduced model
also allows to introduce an order parameter which combines the diffusion
parameter and the spatial wavelength under consideration.
","[{""version"":""v1"",""created"":""Mon, 1 Aug 1994 07:52:08 GMT""}]","2009-10-22"
"cmp-lg/9408001","Paul King","Dale Gerdemann and Paul John King (University of Tuebingen, Germany)","The Correct and Efficient Implementation of Appropriateness
  Specifications for Typed Feature Structures","5 pages, postscript, compressed and uuencoded (uudecodes to
  gerd_king.ps.Z)","COLING 94 paper",,,"cmp-lg cs.CL",,"  In this paper, we argue that type inferencing incorrectly implements
appropriateness specifications for typed feature structures, promote a
combination of type resolution and unfilling as a correct and efficient
alternative, and consider the expressive limits of this alternative approach.
Throughout, we use feature cooccurence restrictions as illustration and
linguistic motivation.
","[{""version"":""v1"",""created"":""Mon, 1 Aug 1994 14:19:39 GMT""},{""version"":""v2"",""created"":""Tue, 2 Aug 1994 13:19:25 GMT""}]","2008-02-03"
"cmp-lg/9408002","George Kiraz","George A. Kiraz","Computational Analyses of Arabic Morphology","to appear in Narayanan A., Ditters E. (eds). The Linguistic
  Computation of Arabic. uuencoded, compressed .ps file, 27 pages",,,,"cmp-lg cs.CL",,"  This paper demonstrates how a (multi-tape) two-level formalism can be used to
write two-level grammars for Arabic non-linear morphology using a high level,
but computationally tractable, notation. Three illustrative grammars are
provided based on CV-, moraic- and affixational analyses. These are
complemented by a proposal for handling the hitherto computationally untreated
problem of the broken plural. It will be shown that the best grammars for
describing Arabic non-linear morphology are moraic in the case of templatic
stems, and affixational in the case of a-templatic stems. The paper will
demonstrate how the broken plural can be derived under two-level theory via the
`implicit' derivation of the singular.
","[{""version"":""v1"",""created"":""Mon, 1 Aug 1994 15:41:59 GMT""}]","2008-02-03"
"cond-mat/9407123","David Benedict Bailey","R. B. Laughlin","Tunneling Gap as Evidence for Time-Reversal Symmetry Breaking at
  Surfaces of High-Temperature Superconductors","REVTex 3.0, 11 pages, no figures",,"10.1016/0921-4534(94)90574-6",,"cond-mat",,"  It is argued that recent Josephson junction and point-contact tunneling
experiments, interpreted as intended by their authors, indicate that
time-reversal symmetry breaking occurs at surfaces of cuprate superconductors.
The variation among experiments and the failure of previous searches to find
$T$-violation are ascribed to disorder and effects of 3-dimensionality. The
``anyon"" approach to the $t$-$J$ model is shown to predict a conventional BCS
order parameter of $d_{x^2-y^2} + i \epsilon \ d_{xy}$ symmetry, with $\epsilon
$ roughly 3 times the doping fraction $\delta $, which is consistent with these
experiments but not demonstrated by them.
","[{""version"":""v1"",""created"":""Sun, 31 Jul 1994 23:54:50 GMT""}]","2009-10-22"
"cond-mat/9407124",,"Rosario Fazio, F. W. J. Hekking, and A. A. Odintsov","Josephson current through a Luttinger liquid","8 pages REVTEX , 4 figures available upon request",,"10.1103/PhysRevLett.74.1843",,"cond-mat",,"  We study the Josephson effect through a one-dimensional system of interacting
electrons, connected to two superconductors by tunnel junctions. The
interactions are treated in the framework of the one-channel Luttinger model.
At zero temperature, the Josephson critical current is found to decay
algebraically with increasing distance between the junctions. The exponent is
proportional to the strength of the Coulomb interaction. If the Luttinger
liquid has a finite size, the Josephson current depends on the total number of
electrons modulo 4. These parity effects are studied for the ring, coupled
capacitively to a gate-voltage and threaded by a magnetic flux. The Josephson
current changes continuously as a function of the gate voltage and {\em
stepwise} as a function of the magnetic flux. The electron-electron interaction
introduces {\em qualitatively} new features compared to the non-interacting
case.
","[{""version"":""v1"",""created"":""Mon, 1 Aug 1994 10:59:00 GMT""}]","2009-10-22"
"cond-mat/9408001","Michael Hennes","G. Gompper and M. Hennes","Equilibrium Dynamics of Microemulsion and Sponge Phases","24 pages, LaTex, 11 Figures on request; J. Phys. II France 4 (1994)
  to be published",,"10.1051/jp2:1994205",,"cond-mat",,"  The dynamic structure factor $G({\bf k},\omega)$ is studied in a
time-dependent Ginzburg-Landau model for microemulsion and sponge phases in
thermal equilibrium by field-theoretic perturbation methods. In bulk contrast,
we find that for sufficiently small viscosity $\eta$, the structure factor
develops a peak at non-zero frequency $\omega$, for fixed wavenumber $k$ with
$k_0 < k {< \atop \sim} q$. Here, $2\pi/q$ is the typical domain size of oil-
and water-regions in a microemulsion, and $k_0 \sim \eta q^2$. This implies
that the intermediate scattering function, $G({\bf k}, t)$, {\it oscillates} in
time. We give a simple explanation, based on the Navier-Stokes equation, for
these temporal oscillations by considering the flow through a tube of radius $R
\simeq \pi/q$, with a radius-dependent tension.
","[{""version"":""v1"",""created"":""Mon, 1 Aug 1994 12:06:21 GMT""}]","2009-10-22"
"cs/9408101",,"A. J. Grove, J. Y. Halpern, D. Koller","Random Worlds and Maximum Entropy","See http://www.jair.org/ for any accompanying files","Journal of Artificial Intelligence Research, Vol 2, (1994), 33-88",,,"cs.AI",,"  Given a knowledge base KB containing first-order and statistical facts, we
consider a principled method, called the random-worlds method, for computing a
degree of belief that some formula Phi holds given KB. If we are reasoning
about a world or system consisting of N individuals, then we can consider all
possible worlds, or first-order models, with domain {1,...,N} that satisfy KB,
and compute the fraction of them in which Phi is true. We define the degree of
belief to be the asymptotic value of this fraction as N grows large. We show
that when the vocabulary underlying Phi and KB uses constants and unary
predicates only, we can naturally associate an entropy with each world. As N
grows larger, there are many more worlds with higher entropy. Therefore, we can
use a maximum-entropy computation to compute the degree of belief. This result
is in a similar spirit to previous work in physics and artificial intelligence,
but is far more general. Of equal interest to the result itself are the
limitations on its scope. Most importantly, the restriction to unary predicates
seems necessary. Although the random-worlds method makes sense in general, the
connection to maximum entropy seems to disappear in the non-unary case. These
observations suggest unexpected limitations to the applicability of
maximum-entropy methods.
","[{""version"":""v1"",""created"":""Mon, 1 Aug 1994 00:00:00 GMT""}]","2009-09-25"
"cs/9408102",,"T. Kitani, Y. Eriguchi, M. Hara","Pattern Matching and Discourse Processing in Information Extraction from
  Japanese Text","See http://www.jair.org/ for any accompanying files","Journal of Artificial Intelligence Research, Vol 2, (1994), 89-110",,,"cs.AI",,"  Information extraction is the task of automatically picking up information of
interest from an unconstrained text. Information of interest is usually
extracted in two steps. First, sentence level processing locates relevant
pieces of information scattered throughout the text; second, discourse
processing merges coreferential information to generate the output. In the
first step, pieces of information are locally identified without recognizing
any relationships among them. A key word search or simple pattern search can
achieve this purpose. The second step requires deeper knowledge in order to
understand relationships among separately identified pieces of information.
Previous information extraction systems focused on the first step, partly
because they were not required to link up each piece of information with other
pieces. To link the extracted pieces of information and map them onto a
structured output format, complex discourse processing is essential. This paper
reports on a Japanese information extraction system that merges information
using a pattern matcher and discourse processor. Evaluation results show a high
level of system performance which approaches human performance.
","[{""version"":""v1"",""created"":""Mon, 1 Aug 1994 00:00:00 GMT""}]","2008-02-03"
"cs/9408103",,"S. K. Murthy, S. Kasif, S. Salzberg","A System for Induction of Oblique Decision Trees","See http://www.jair.org/ for an online appendix and other files
  accompanying this article","Journal of Artificial Intelligence Research, Vol 2, (1994), 1-32",,,"cs.AI",,"  This article describes a new system for induction of oblique decision trees.
This system, OC1, combines deterministic hill-climbing with two forms of
randomization to find a good oblique split (in the form of a hyperplane) at
each node of a decision tree. Oblique decision tree methods are tuned
especially for domains in which the attributes are numeric, although they can
be adapted to symbolic or mixed symbolic/numeric attributes. We present
extensive empirical studies, using both real and artificial data, that analyze
OC1's ability to construct oblique trees that are smaller and more accurate
than their axis-parallel counterparts. We also examine the benefits of
randomization for the construction of oblique decision trees.
","[{""version"":""v1"",""created"":""Mon, 1 Aug 1994 00:00:00 GMT""}]","2008-02-03"
