"alg-geom/9410030","Oleg Viro","Oleg Viro","Self-linking number of a real algebraic link","7 pages, AMS-LaTeX with 6 pictures in the format of *.EPS files",,,,"alg-geom math.AG",,"  For a nonsingular real algebraic curve in the 3-dimensional projective space
and sphere a new numeric characteristic is introduced. It takes integer values,
is invariant under rigid isotopy, multiplied by -1 under mirror reflection. In
a sense it is a Vassiliev invariant of degree 1 and a counter-part of a link
diagram writhe.
","[{""version"":""v1"",""created"":""Sun, 30 Oct 1994 20:55:15 GMT""}]","2008-02-03"
"astro-ph/9410096","Hyung Mok Lee","Hyung Mok Lee and Jeremy Goodman","Influence of the Stellar Mass Function on the Evaporation Rate of
  Tidally Limited Postcollapse Globular Clusters","17 pages, uuencoded compressed postscript including 7 figures; to
  appear in ApJ part 1",,,,"astro-ph",,"  We study the rate of escape of stars (``evaporation'') from tidally-limited
postcollapse globular clusters having a power-law distribution of stellar
masses. We use a multi-mass Fokker-Planck code and assume a steady tidal field.
Stellar-dynamical processes cause the inner parts of the cluster to expand,
which in turn causes stars to overflow the tidal boundary. Mass loss by stellar
evolution is assumed to be unimportant in these later evolutionary stages. The
fraction of the cluster mass lost per half-mass relaxation time ($\trh$) is
roughly constant, in agreement with simple homologous models with equal-mass
stars. If $\trh$ is computed in the conventional way from the mean stellar
mass, however, a broad stellar mass function can double the loss of mass per
$\trh$. We discuss implications of our results for the evolution of
globular-cluster systems in our own and other galaxies. In particular, the
number of Galactic clusters destroyed by evaporation alone may be as large or
larger than the present cluster population.
","[{""version"":""v1"",""created"":""Mon, 31 Oct 1994 05:47:31 GMT""}]","2007-05-23"
"astro-ph/9410097",,"L. Perivolaropoulos (MIT, Center for Theoretical Physics)","Cosmic String Theory: The Current Status","Based on four lectures presented at the Trieste 1994 Summer School
  for Particle Physics and Cosmology. To appear in the School Proceedings. 67
  pages plus 18 figures (not included). Use LaTeX. MIT-CTP-2375",,,,"astro-ph hep-ph",,"  This is a pedagogical introduction to the basics of the cosmic string theory
and also a review of the recent progress made with respect to the macrophysical
predictions of the theory. Topics covered include, string formation and
evolution, large scale structure formation, generation of peculiar velocity
flows, cosmic microwave background (CMB) fluctuations, lensing, gravitational
waves and constraints from the msec pulsar. Particular emphasis is placed on
the signatures predicted on the CMB and the corresponding non-gaussian
features.
","[{""version"":""v1"",""created"":""Mon, 31 Oct 1994 14:34:34 GMT""}]","2009-09-25"
"chao-dyn/9410007","Giovanni Gallavotti","G. Gallavotti, E.G.D.Cohen","Dynamical Ensembles in Nonequilibrium Statistical Mechanics","Postscript, 12 pages, 132K, 1 uncompressed file Keywords: chaos,
  nonequilibrium ensembles, Markov partitions, Ruelle principle, Lyapunov
  exponents, gas","Physical Review Letters, 74, 2694--2697, 1995","10.1103/PhysRevLett.74.2694",,"chao-dyn nlin.CD",,"  Ruelle's principle for turbulence leading to what is usually called the
Sinai-Ruelle-Bowen distribution (SRB) is applied to the statistical mechanics
of many particle systems in nonequilibrium stationary states. A specific
prediction, obtained without the need to construct explicitly the SRB itself,
is shown to be in agreement with a recent computer experiment on a strongly
sheared fluid. This presents the first test of the principle on a many particle
system far from equilibrium. A possible application to fluid mechanics is also
discussed.
","[{""version"":""v1"",""created"":""Sun, 30 Oct 1994 18:18:03 GMT""}]","2009-10-22"
"chao-dyn/9410008","Giovanni Gallavotti","G. Gallavotti","Topics in chaotic dynamics","Plain TeX; compile twice; 30 pages; 140K Keywords: chaos,
  nonequilibrium ensembles, Markov partitions, Ruelle principle, Lyapunov
  exponents, random matrices, gaussian thermostats, ergodic theory, billiards,
  conductivity, gas.}","in {\sl Computational Physics}, Ed. P. Garrido, J. Marro, in
  Lecture Notes in Physics, Springer Verlag, 448, p. 271--311, 1995","10.1007/3-540-59178-8_34",,"chao-dyn nlin.CD",,"  Various kinematical quantities associated with the statistical properties of
dynamical systems are examined: statistics of the motion, dynamical bases and
Lyapunov exponents. Markov partitons for chaotic systems, without any attempt
at describing ``optimal results''. The Ruelle principle is illustrated via its
relation with the theory of gases. An example of an application predicts the
results of an experiment along the lines of Evans, Cohen, Morriss' work on
viscosity fluctuations. A sequence of mathematically oriented problems
discusses the details of the main abstract ergodic theorems guiding to a proof
of Oseledec's theorem for the Lyapunov exponents and products of random
matrices
","[{""version"":""v1"",""created"":""Sun, 30 Oct 1994 18:39:37 GMT""}]","2009-10-22"
"cond-mat/9410112","Heiko Rieger","S. Franz and H. Rieger","Fluctuation Dissipation Ratio in Three-Dimensional Spin Glasses","LaTeX 10 pages + 4 figures (appended as uuencoded compressed
  tar-file), THP81-94","J.Stat.Phys. 79 (1995) 749","10.1007/BF02184881",,"cond-mat",,"  We present an analysis of the data on aging in the three-dimensional Edwards
Anderson spin glass model with nearest neighbor interactions, which is well
suited for the comparison with a recently developed dynamical mean field
theory. We measure the parameter $x(q)$ describing the violation of the
relation among correlation and response function implied by the fluctuation
dissipation theorem.
","[{""version"":""v1"",""created"":""Sun, 30 Oct 1994 17:03:08 GMT""}]","2009-10-22"
"cond-mat/9410113",,"Gregor Hackenbroich and Felix von Oppen","Semiclassical theory of transport in antidot lattices","37 pages, RevTeX, Figures will be sent upon request",,"10.1007/BF01307466",,"cond-mat",,"  We present a detailed study of quantum transport in large antidot arrays
whose classical dynamics is chaotic. We calculate the longitudinal and Hall
conduc- tivities semiclassically starting from the Kubo formula. The leading
contribu- tion reproduces the classical conductivity. In addition, we find
oscillatory quantum corrections to the classical conductivity which are given
in terms of the periodic orbits of the system. These periodic-orbit
contributions provide a consistent explanation of the quantum oscillations in
the magnetoconductivity observed by Weiss et al.\ [Phys.\ Rev.\ Lett.\ {\bf70},
4118 (1993)]. We find that the phase of the oscillations is given by the
classical action of the periodic orbit. The amplitude is determined by the
stability and the velocity correlations of the orbit. The amplitude also
decreases exponentially with temperature on the scale of the inverse orbit
traversal time $\hbar/T_\gamma$. We also present a semiclassical derivation of
Shubnikov-de Haas oscillations where the corresponding classical motion is
integrable. We show that the quantum oscillations in antidot lattices and the
Shubnikov-de Haas oscillations are closely related. However, the amplitude of
the quantum oscillations in antidot lattices is of a higher power in Planck's
constant $\hbar$ and hence smaller than that of Shubnikov-de Haas oscillations.
In this sense, the quantum oscillations in the conductivity are a sensitive
probe of chaos.
","[{""version"":""v1"",""created"":""Mon, 31 Oct 1994 08:33:11 GMT""}]","2009-10-22"
"cond-mat/9410114","Antti-Pekka Jauho","J. Rotvig, A. P. Jauho, and H. Smith","Bloch oscillations, Zener tunneling and Wannier-Stark ladders in the
  time-domain","4 pages, 6 PostScript figures available from antti@mic.dth.dk, REVTEX
  3.0",,"10.1103/PhysRevLett.74.1831",,"cond-mat",,"  We present a time-domain analysis of carrier dynamics in a semiconductor
superlattice with two minibands. Integration of the density-matrix equations of
motion reveals a number of new features: (i) for certain values of the applied
static electric field strong interband transitions occur; (ii) in static fields
the complex time-dependence of the density-matrix displays a sequence of stable
plateaus in the low field regime, and (iii) for applied fields with a periodic
time-dependence the dynamic response can be understood in terms of the
quasienergy spectra.
","[{""version"":""v1"",""created"":""Mon, 31 Oct 1994 09:46:30 GMT""}]","2009-10-22"
"cond-mat/9410115","Yang Xian","R. F. Bishop, R. G. Hale, and Y. Xian","Systematic Inclusion of High-Order Multi-Spin Correlations for the
  Spin-$1\over2$ $XXZ$ Models","(to appear in PRL). 4 pages, ReVTeX, two figures available upon
  request. UMIST Preprint MA-000-0001","Phys. Rev. Lett. 73 (1994), 3157-3160","10.1103/PhysRevLett.73.3157",,"cond-mat",,"  We apply the microscopic coupled-cluster method (CCM) to the spin-$1\over2$
$XXZ$ models on both the one-dimensional chain and the two-dimensional square
lattice. Based on a systematic approximation scheme of the CCM developed by us
previously, we carry out high-order {\it ab initio} calculations using
computer-algebraic techniques. The ground-state properties of the models are
obtained with high accuracy as functions of the anisotropy parameter.
Furthermore, our CCM analysis enables us to study their quantum critical
behavior in a systematic and unbiased manner.
","[{""version"":""v1"",""created"":""Mon, 31 Oct 1994 09:48:26 GMT""}]","2017-08-24"
"cond-mat/9410116",,"Joonhyun Yeo","Metastable Dynamics of the Hard-Sphere System","21 pages, 5 figures (available upon request), RevTEX3.0, JFI
  Preprint#",,"10.1103/PhysRevE.52.853",,"cond-mat",,"  The reformulation of the mode-coupling theory (MCT) of the liquid-glass
transition which incorporates the element of metastability is applied to the
hard-sphere system. It is shown that the glass transition in this system is not
a sharp one at the special value of the density or the packing fraction, which
is in contrast to the prediction by the conventional MCT. Instead we find that
the slowing down of the dynamics occurs over a range of values of the packing
fraction. Consequently, the exponents governing the sequence of time
relaxations in the intermediate time regime are given as functions of packing
fraction with one additional parameter which describes the overall scale of the
metastable potential energy for defects in the hard-sphere system. Implications
of the present model on the recent experiments on colloidal systems are also
discussed.
","[{""version"":""v1"",""created"":""Mon, 31 Oct 1994 10:57:11 GMT""}]","2016-08-31"
"cond-mat/9410117",,"Dimitra Karabali and V.P. Nair","Many-body States and Operator Algebra for Exclusion Statistics","14 pages, plainTex. The first few pages have been modified. Note and
  references added. (This version will appear in Nucl. Phys. B.)",,"10.1016/0550-3213(95)00003-B","IASSNS-HEP-94/88, CCNY-HEP 94/9","cond-mat hep-th",,"  We discuss many-body states and the algebra of creation and annihilation
operators for particles obeying exclusion statistics.
","[{""version"":""v1"",""created"":""Mon, 31 Oct 1994 15:28:54 GMT""},{""version"":""v2"",""created"":""Tue, 8 Nov 1994 18:57:47 GMT""},{""version"":""v3"",""created"":""Mon, 6 Mar 1995 14:45:06 GMT""}]","2009-10-22"
