"alg-geom/9410021",,"S. Brivio and A. Verra","The Theta Divisor of $SU_C(2,2d)^s$ is very Ample if $C$ is not
  Hyperelliptic","40 pages, AmSTeS 2.1",,,,"alg-geom math.AG",,"  Let $X$ be the moduli space of semistable rank 2 vector bundles over a smooth
curve C of genus $g \ge 2$ and $\theta : X \to PH^0(L)^*$ be the map associated
to the generalized theta divisor L on X. We prove that for C not hyperelliptic,
the map $\theta$ is injective and the differential of $\theta$ is injective at
smooth points of X.
","[{""version"":""v1"",""created"":""Fri, 21 Oct 1994 11:49:40 GMT""}]","2008-02-03"
"alg-geom/9410022","Jean Pierre Demailly","Jean-Pierre Demailly","$L^2$ vanishing theorems for positive line bundles and adjunction
  theory, Lecture Notes of a CIME course on ""Transcendental Methods of
  Algebraic Geometry"" (Cetraro, Italy, July 1994)","95 pages, plain TeX (huge file: use ""cget"" instead of ""get"") Hard
  copies on request at demailly@fourier.grenet.fr Reason for resubmission:
  corrections in S.8 + improvements in S.13",,,"Prepublication 288, Institut Fourier, Universit\'e de Grenoble I","alg-geom math.AG",,"  The notes start with an elementary introduction to a few important analytic
techniques of algebraic geometry: closed positive currents, $L^2$ estimates for
the $\dbar$-operator on positive vector bundles, Nadel's vanishing theorem for
multiplier ideal sheaves (a generalization of the well-known Kawamata-Viehweg
vanishing theorem). Applications to adjoint line bundles are then discussed.
T.~Fujita conjectured in 1987 that $K_X+(n+2)L$ is very ample for every ample
line bundle $L$ on a non singular projective variety $X$ with $\dim X=n$. The
answer is known only for $n\le 2$ (I.~Reider, 1988). In the last years, various
bounds have been obtained for integers $m$ such that $2K_X+mL$ is very ample
(by J.~Koll\'ar, L.~Ein-R.~Lazarsfeld, Y.T.~Siu and the author, among others).
Two approaches are discussed: an analytic approach via Monge-Amp\`ere equations
and current theory, and a more algebraic one (due to Siu) via multiplier ideal
sheaves and Riemann-Roch. Finally, an effective version of the big Matsusaka
theorem is derived, in the form of an explicit bound for an integer $m$ such
that $mL$ is very ample, depending only on $L^n$ and $L^{n-1}\cdot K_X$; these
bounds improve Siu's results (1993), and essentially contain the optimal bounds
obtained by Fernandez del Busto for the surface case.
","[{""version"":""v1"",""created"":""Fri, 21 Oct 1994 14:17:10 GMT""},{""version"":""v2"",""created"":""Tue, 8 Nov 1994 12:53:30 GMT""},{""version"":""v3"",""created"":""Tue, 28 Feb 1995 17:04:47 GMT""}]","2015-06-30"
"astro-ph/9410067","Paul Sommers","D. J. Bird et al. (Utah)","Detection of a Cosmic Ray with Measured Energy Well Beyond the Expected
  Spectral Cutoff due to Cosmic Microwave Radiation","uuencoded compressed postscript, 20 pages, to appear in ApJ (3/1/95)",,"10.1086/175344",,"astro-ph",,"  We report the detection of a 51-joule (320 +/- 90 EeV) cosmic ray by the
Fly's Eye air shower detector in Utah. This is substantially greater than the
energy of any previously reported cosmic ray. A Greisen-Zatsepin-Kuz'min cutoff
of the energy spectrum (due to pion photoproduction energy losses) should occur
below this energy unless the highest energy cosmic rays have traveled less than
about 30 Mpc. The error box for the arrival direction in galactic coordinates
is centered on b=9.6 deg, l=163.4 deg. The particle cascade reached a maximum
size near a depth of 815 g/cm^2 in the atmosphere, a depth which does not
uniquely identify the type of primary particle.
","[{""version"":""v1"",""created"":""Thu, 20 Oct 1994 16:31:52 GMT""}]","2009-10-22"
"astro-ph/9410068","Michael Vogeley","Michael S. Vogeley","Constraints on Cosmological Models from Once and Future Redshift Surveys","To appear in Wide-Field Spectroscopy and the Distant Universe, eds.
  S. J. Maddox and A. Aragon-Salamanca (World Scientific: Singapore); Proc. of
  35th Herstmonceux Conference, Cambridge, U.K., July 4-8, 1994. 15 pages
  uuencoded compressed postscript, including 7 figures. JHU-94102002",,,,"astro-ph",,"  The power spectrum of density fluctuations measured from galaxy redshift
surveys provides important constraints on models for the formation of
large-scale structure. I present new results for a redshift sample of 15,000
galaxies, and review the limitations of current measurements. To span the
decade of wavelength between the scales probed by galaxy surveys and COBE,
measure the detailed shape of the power spectrum, and accurately examine the
dependence of clustering on galaxy species, we require deeper samples with
carefully controlled selection criteria and improved techniques for power
spectrum estimation. I review plans for the Sloan Digital Sky Survey and
describe a new method for estimating the power spectrum that optimally treats
survey data with arbitrary geometry and sampling.
","[{""version"":""v1"",""created"":""Thu, 20 Oct 1994 17:45:10 GMT""}]","2007-05-23"
"astro-ph/9410069","Paul Sommers","Jerome W. Elbert and Paul Sommers","In Search of a Source for the 320 Eev Fly's Eye Cosmic Ray","27 pages, LaTeX, figures available by anonymous ftp, to appear in ApJ
  (3/1/95)","Astrophys.J. 441 (1995) 151-161","10.1086/175345",,"astro-ph",,"  The 320 EeV air shower detected by the Fly's Eye poses an important problem.
Careful analysis of pathlength limitations for the possible particle types due
to cosmic background radiation verifies that the particle very likely traveled
less than 50 Mpc from its source. The best candidates for accelerating
particles to such high energies are the very powerful radiogalaxies, however
they are all more than 100 Mpc distant. Our search finds no likely source
within 50 Mpc in the direction from which the particle arrived. This prompts
consideration of less likely astrophysical sources, like M82, as well as
non-standard mechanisms like cosmic string annihilation. It is also conceivable
that the air shower was produced by some non-standard particle whose pathlength
is unlimited because it does not interact with the cosmic background radiation.
A less radical alternative is that relatively strong magnetic fields deflected
the particle's path through a large angle, so it could have originated at a
nearby radiogalaxy at an earlier time of strong activity.
","[{""version"":""v1"",""created"":""Thu, 20 Oct 1994 21:06:52 GMT""}]","2009-10-22"
"astro-ph/9410070","Edward L. Wright","Edward L. Wright","Comments on the Quasi-Steady-State Cosmology","8 pages of LaTex using aaspp.sty and epsf.sty with 4 appended
  Postscript figures processed by uufiles, UCLA-ASTRO-ELW-94-04",,"10.1093/mnras/276.4.1421",,"astro-ph",,"  The Quasi-Steady-State Cosmology as proposed by Hoyle, Burbidge and Narlikar
does not fit the observed facts of the Universe. In particular, it predicts
that 75-90\% of the radio sources in the brightest sample that shows steeper
than Euclidean source counts should be blueshifted.
","[{""version"":""v1"",""created"":""Thu, 20 Oct 1994 21:51:47 GMT""}]","2015-06-24"
"astro-ph/9410071",,"Henry E. Kandrup and M. Elaine Mahon","Short times characterisations of stochasticity in nonintegrable galactic
  potentials","17 pages, LaTeX","Astron.Astrophys.290:762-770,1994",,,"astro-ph chao-dyn nlin.CD",,"  This paper proposes an alternative characterisation of the degree of
stochasticity exhibited by orbits in a fixed galactic potential. This differs
from earlier work involving Liapounov exponents by focusing on the statistical
properties of ensembles of trajectories, rather than individual orbits, and by
restricting attention to the properties of these ensembles over time scales
shorter than the age of the Universe, t_H. For many potentials, generic
ensembles of initial conditions corresponding to stochastic orbits exhibit a
rapid evolution towards an invariant measure $\Gamma$, the natural unit to
consider if one is interested in self-consistent equilibria. The basic idea is
to compute short time Liapounov exponents ${\chi}(Dt)$ over time intervals $Dt$
for orbits in an ensemble that samples $\Gamma$, and to analyse the overall
distribution of these ${\chi}$'s. One finds that time averages and ensemble
averages coincide, so that the form of the distribution of short time
${\chi}(Dt)$'s for such an ensemble is actually encoded in the calculation of
${\chi}(t)$ for a single orbit over long times $t>>t_{H}$. The distribution of
short time ${\chi}$'s is analysed as a function of the energy E of orbits in
the ensemble and the length of the short time sampling interval ${\D}t$. For
relatively high energies, the distribution is essentially Gaussian, the
dispersion decreasing with time as $t^{-p}$, with an exponent 0<p<1/2 that
depends on the energy E. (to appear in Astronomy and Astrophysics)
","[{""version"":""v1"",""created"":""Thu, 20 Oct 1994 22:48:42 GMT""}]","2011-05-23"
"astro-ph/9410072","Laurence Tresse","L. Tresse, C. Rola, F. Hammer, G. Stasinska","Nature of Field Galaxies in the (z<0.3) Universe from the CFRS Survey","35th Herstmonceux Conference, ""Wide Field Spectroscopy and the
  Distant Universe"", Cambridge 4-8 July 1994, 8 pages, postscript version
  (including figures) available here, or through anonymous ftp from
  gin.obspm.fr, dir: /doc/tresse/ or on request at tresse@gin.obspm.fr",,,,"astro-ph",,"  We present the first detailed spectroscopic study of field galaxies up to
z=0.3 from the I-magnitude limited CFRS sample. In this complete sample, we
find that about half of the objects are blue emission-line galaxies. Using line
ratio diagram and photoionization models, we show that in roughly half of these
emission-line galaxies, ionization by hot stars cannot account for the observed
line ratios. Their spectra have properties intermediate between Seyfert 2
galaxies and low-ionization nuclear emission-line regions (LINERs). Their
number density (about 20%) relative to the total number of galaxies up to
z=0.3, is much larger than the number density (2%) of active galactic nuclei
(AGN) in the local Universe. Thus, the observed excess of blue galaxies in
counts down to B=24 cannot be mainly due to starburst galaxies, as was
previously thought. This result can shed a new light on the nature of the
overabundant population of blue galaxies at low redshifts.
","[{""version"":""v1"",""created"":""Fri, 21 Oct 1994 09:29:43 GMT""}]","2007-05-23"
"chao-dyn/9410005","Julyan Cartwright","Julyan H. E. Cartwright, Mario Feingold, and Oreste Piro","Passive Scalars and Three-Dimensional Liouvillian Maps","18 pages, plain TeX, appears in Physica D, 76, 22-33, 1994. (Lack of
  figures in original submission corrected in this new upload.)","Physica D 76, Issues 1-3, 1 September 1994, Pages 22-33","10.1016/0167-2789(94)90247-X",,"chao-dyn math.DS nlin.CD physics.flu-dyn","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  Global aspects of the motion of passive scalars in time-dependent
incompressible fluid flows are well described by volume-preserving
(Liouvillian) three-dimensional maps. In this paper the possible invariant
structures in Liouvillian maps and the two most interesting nearly-integrable
cases are investigated. In addition, the fundamental role of invariant lines in
organizing the dynamics of this type of system is exposed. Bifurcations
involving the destruction of some invariant lines and tubes and the creation of
new ones are described in detail.
","[{""version"":""v1"",""created"":""Fri, 21 Oct 1994 11:36:26 GMT""},{""version"":""v2"",""created"":""Wed, 1 Aug 2012 16:52:01 GMT""}]","2012-08-02"
"cmp-lg/9410008","Jussi Karlgren","Jussi Karlgren (SICS), Douglass Cutting (Apple)","Recognizing Text Genres with Simple Metrics Using Discriminant Analysis","6 pages, LaTeX, In proceedings of COLING 94",,,,"cmp-lg cs.CL",,"  A simple method for categorizing texts into predetermined text genre
categories using the statistical standard technique of discriminant analysis is
demonstrated with application to the Brown corpus. Discriminant analysis makes
it possible use a large number of parameters that may be specific for a certain
corpus or information stream, and combine them into a small number of
functions, with the parameters weighted on basis of how useful they are for
discriminating text genres. An application to information retrieval is
discussed.
","[{""version"":""v1"",""created"":""Thu, 20 Oct 1994 17:19:00 GMT""}]","2008-02-03"
