"astro-ph/9402045","Wayne Hu","Wayne Hu, Douglas Scott, & Joseph Silk","Power Spectrum Constraints from Spectral Distortions in the Cosmic
  Microwave Background","8pg, uuencoded-tarred (& hopefully more compatible!) postscript,
  CfPA-TH-94-12","Astrophys.J. 430 (1994) L5-L8","10.1086/187424",,"astro-ph",,"  %The content of this replacement paper is identical to the original. %We have
attempted to fix the postscript so that it will print out on %a larger number
of printers. Using recent experimental limits on $\mu$ distortions from COBE
FIRAS, and the large lever-arm spanning the damping of sub-Jeans scale
fluctuations to the scale of the COBE DMR fluctuations, we set a constraint on
the slope of the primordial power spectrum $n$. It is possible to analytically
calculate the contribution over the full range of scales and redshifts,
correctly taking into account fluctuation growth and damping as well as
thermalization processes. We find that the 95\% upper limit is weakly dependent
on cosmological parameters, e.g. $n<1.54 (h=0.5)$ and $n<1.56 (h=1.0)$ for
$\Omega_0=1$ with marginally weaker constraints for $\Omega_0<1$ in a flat
$\Omega_0 +\Omega_\Lambda=1$ universe.
","[{""version"":""v1"",""created"":""Thu, 17 Feb 1994 20:41:41 GMT""},{""version"":""v2"",""created"":""Tue, 22 Feb 1994 02:40:44 GMT""}]","2009-10-22"
"cond-mat/9402070","Allan MacDonald","A.H. MacDonald and Shou-Cheng Zhang","Collective excitations in double-layer quantum Hall systems","RevTeX, 21 pages",,"10.1103/PhysRevB.49.17208",,"cond-mat",,"  We study the collective excitation spectra of double-layer quantum-Hall
systems using the single mode approximation. The double-layer in-phase density
excitations are similar to those of a single-layer system. For out-of-phase
density excitations, however, both inter-Landau-level and intra-Landau-level
double-layer modes have finite dipole oscillator strengths. The oscillator
strengths at long wavelengths for the latter transitions are shifted upward by
interactions by identical amounts proportional to the interlayer Coulomb
coupling. The intra-Landau-level out-of-phase mode has a gap when the ground
state is incompressible except in the presence of spontaneous inter-layer
coherence. We compare our results with predictions based on the
Chern-Simons-Landau-Ginzburg theory for double-layer quantum Hall systems.
","[{""version"":""v1"",""created"":""Thu, 17 Feb 1994 18:09:22 GMT""}]","2009-10-22"
"cond-mat/9402071","Stefan Kettemann","Stefan Kettemann, Konstantin B. Efetov","Localization and dynamic persistent currents in long cylinders","revtex, 11 pages, mpifkf-01.94",,,,"cond-mat",,"  A dynamic response to a magnetic field in a long disordered cylinder is
considered. We show that, although at high frequencies conduction is classical
in all directions, the low frequency behavior corresponds to localization in
the longitudinal direction and to a diamagnetic dynamic persistent current in
the transversal one. The current density does not vanish even in the limit of
the infinitely long cylinder.
","[{""version"":""v1"",""created"":""Thu, 17 Feb 1994 21:10:33 GMT""}]","2007-05-23"
"cond-mat/9402072","Rudolph A Romer","Rudolf A. R\""omer and Bill Sutherland","Exact Derivation of Luttinger Liquid Relation in a One-Dimensional
  Two-Component Quantum System with Hyperbolic Interactions","10 REVTeX pages + 1 uuencoded figure, UoU-0010294",,"10.1016/0375-9601(94)90758-7",,"cond-mat",,"  We present an exact calculation of the Luttinger liquid relation for the
one-dimensional, two-component SC model in the interaction strength range
$-1<s<0$ by appropriately varying the limits of the integral Bethe Ansatz
equations. The result is confirmed by numerical and conformal methods. By a
related study of the transport properties of the SC model, we can give an exact
formula for the susceptibility. Our method is applicable to a wide range of
models such as, e.g., the Heisenberg-Ising chain.
","[{""version"":""v1"",""created"":""Thu, 17 Feb 1994 22:10:35 GMT""}]","2016-08-14"
"cond-mat/9402073","W. Osborn","W.R.Osborn and J.M.Yeomans","Wetting on Lines and Lattices of Cylinders","17 pages in total: 11 pages of Latex document and 6 pages of figures,
  Latex Version 2.09, OUTP-93-40S",,"10.1103/PhysRevE.51.2053",,"cond-mat",,"  This paper discusses wetting and capillary condensation transitions on a line
and a rectangular array of cylinders using an interface potential formalism.
For a line of cylinders, there is a capillary condensation transition followed
by complete wetting if the cylinders are sufficiently close together. Both
transitions disappear as the cylinder separation is increased. The dependence
of the wetting phase diagram of a rectangular array of cylinders is discussed
as a function of the chemical potential, substrate--fluid interaction strength
and surface tension.
","[{""version"":""v1"",""created"":""Fri, 18 Feb 1994 13:17:13 GMT""}]","2009-10-22"
"cond-mat/9402074","Nigel Goldenfeld","Lin-Yuan Chen, Nigel Goldenfeld and Y. Oono (Dept. of Physics,
  University of Illinois at Urbana-Champaign)","Renormalization Group Theory And Variational Calculations For
  Propagating Fronts","34 pages, plain tex with uiucmac.tex. Also available by anonymous ftp
  to gijoe.mrl.uiuc.edu (128.174.119.153), file /pub/front_RG.tex (or .ps.Z)",,"10.1103/PhysRevE.49.4502",,"cond-mat chao-dyn nlin.CD",,"  We study the propagation of uniformly translating fronts into a linearly
unstable state, both analytically and numerically. We introduce a perturbative
renormalization group (RG) approach to compute the change in the propagation
speed when the fronts are perturbed by structural modification of their
governing equations. This approach is successful when the fronts are
structurally stable, and allows us to select uniquely the (numerical)
experimentally observable propagation speed. For convenience and completeness,
the structural stability argument is also briefly described. We point out that
the solvability condition widely used in studying dynamics of nonequilibrium
systems is equivalent to the assumption of physical renormalizability. We also
implement a variational principle, due to Hadeler and Rothe, which provides a
very good upper bound and, in some cases, even exact results on the propagation
speeds, and which identifies the transition from ` linear'- to `
nonlinear-marginal-stability' as parameters in the governing equation are
varied.
","[{""version"":""v1"",""created"":""Fri, 18 Feb 1994 15:52:14 GMT""}]","2009-10-22"
"gr-qc/9402033","Yuri Shtanov","Yuri V. Shtanov (Brown University) and Sergei A. Yushchenko
  (Bogolyubov Institute, Kiev)","Conformally Invariant Cosmology Based on Riemann-Cartan Spacetime","Brown preprint BROWN-HET-937, 24 pages, bugs in latex fixed","Class.Quant.Grav.11:2455-2482,1994","10.1088/0264-9381/11/10/007",,"gr-qc hep-th","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  Conformally invariant GUT-like model including gravity based on Riemann -
Cartan space-time $U_4$ is considered. Cosmological scenario that follows from
the model is discussed and standard quantum gravitational formalism in the
Arnowitt-Deser-Misner form is developed. General formalism is then illustrated
on Bianchi-IX minisuperspace cosmological model. Wave functions of the universe
in the de Sitter minisuperspace model with Vilenkin and Hartle-Hawking boundary
conditions are considered and corresponding probability distributions for the
scalar field values are calculated.
","[{""version"":""v1"",""created"":""Thu, 17 Feb 1994 17:59:30 GMT""},{""version"":""v2"",""created"":""Fri, 25 Feb 1994 05:59:29 GMT""},{""version"":""v3"",""created"":""Sun, 19 Oct 2008 16:52:56 GMT""}]","2010-04-06"
"gr-qc/9402034","Guillermo Mena","Guillermo A. Mena Marugan","Is the Exponential of the Chern-Simons Action a Normalizable Physical
  State?","13 pages (LATEX), Preprint CGPG-94/2-2","Class.Quant.Grav.12:435-442,1995","10.1088/0264-9381/12/2/012",,"gr-qc",,"  We determine the wavefunction that corresponds to the exponential of the
Chern-Simons action in a family of gravitational models provided with
cosmological constant whose non-perturbative canonical quantization is
completely known. We show that this wavefunction does not represent a proper
quantum state, because it is not normalizable with respect to the unique inner
product of Lorentzian gravity.
","[{""version"":""v1"",""created"":""Thu, 17 Feb 1994 19:33:56 GMT""}]","2010-04-06"
"hep-lat/9402013","Michael J. Creutz","Michael Creutz and Ivan Horvath","Surface states and chiral symmetry on the lattice","25 pages, BNL-60062","Phys.Rev. D50 (1994) 2297-2308","10.1103/PhysRevD.50.2297",,"hep-lat",,"  In a Hamiltonian formalism we study chiral symmetry for lattice Fermions
formulated in terms of Shockley surface states bound to a wall in an extra
spatial dimension. For hadronic physics this provides a natural scheme for
taking quark masses to zero without requiring a precise tuning of parameters.
We illustrate the chiral anomaly as a flow of states in this extra dimension.
We discuss two alternatives for extending the picture to a chiral coupling of
gauge fields to such Fermions; one with a small explicit breaking of gauge
symmetry and one one with heavy mirror Fermions.
","[{""version"":""v1"",""created"":""Thu, 17 Feb 1994 17:17:52 GMT""}]","2009-10-22"
"hep-ph/9402310","Chi-Keung Chow","Chi-Keung Chow and Mark B. Wise","Excited $\Lambda_Q$ Baryons in the Large $N_c$ Limit","9 pages, use phyzzx, CALT-68-1919","Phys.Rev. D50 (1994) 2135-2138","10.1103/PhysRevD.50.2135",,"hep-ph",,"  The spectrum of excited $\Lambda_Q$-type heavy baryons is considered in the
large $N_c$ limit. The universal form factors for $\Lambda_b$ semileptonic
decay to excited charmed baryons are calculated in the large $N_c$ limit. We
find that the Bjorken sum rule (for the slope of the Isgur--Wise function) and
Voloshin sum rule (for the mass of the light degrees of freedom) are saturated
by the first doublet of excited $\Lambda_Q$ states.
","[{""version"":""v1"",""created"":""Thu, 17 Feb 1994 21:11:56 GMT""}]","2009-10-28"
