"astro-ph/9411115","Ana","Ana Campos (Instituto Astrofisica Andalucia Csic)","Faint Field Galaxies: A Population of Intrinsically Faint Objects at Low
  Redshift?","5 pages 2 Figures, uuencoded compressed Postscript. To appear in the
  Proceedings of the 11th Internation Potsdam Workshop on Large Scale Structure
  in The Universe",,,,"astro-ph",,"  To distinguish between the different models proposed to understand the excess
of faint field counts over the predictions from non-evolving models, a number
of redshift surveys have been undertaken. The answer has not arrived yet due to
the high rate of incompleteness achieved. Un-identified galaxies have been
shown to be bluer than identified ones. In this paper, it is argued that some
of these galaxies could be ""quiescent"" dwarfs, still quite blue, but with
featureless spectra.
","[{""version"":""v1"",""created"":""Wed, 30 Nov 1994 22:09:52 GMT""}]","2007-05-23"
"astro-ph/9411116","Rosemary Wyse","Gerard Gilmore (Institute of Astronomy, Cambridge), Rosemary F.G. Wyse
  (Center for Particle Astrophysics, University of California, Berkeley) and J.
  Bryn Jones (University of Wales, College of Cardiff)","A Determination of the Thick Disk Chemical Abundance Distribution:
  Implications for Galaxy Evolution","38 pages, plain tex, 19 figures (available by snail mail). To appear
  in the Astronomical Journal",,"10.1086/117344",,"astro-ph",,"  We present a determination of the thick disk iron abundance distribution
obtained from an in situ sample of F/G stars. These stars are faint, $15 \simlt
V \simlt 18$, selected on the basis of color, being a subset of the larger
survey of Gilmore and Wyse designed to determine the properties of the stellar
populations several kiloparsecs from the Sun. The fields studied in the present
paper probe the iron abundance distribution of the stellar populations of the
Galaxy at 500--3000pc above the plane, at the solar Galactocentric distance.
","[{""version"":""v1"",""created"":""Thu, 1 Dec 1994 00:06:42 GMT""}]","2009-10-22"
"astro-ph/9411117","Gautam Vasisht","G. Vasisht, D. A. Frail, and S. R. Kulkarni","Radio Monitoring and High Resolution Observations of the Soft Gamma Ray
  Repeater 1806-20. by Vasisht et al. Postscript file, 13 pages","Requests for figures and tables from authors, 14 pages AAS format.
  Requests to gv@astro.caltech.edu",,"10.1086/187762",,"astro-ph",,"  We report the results of radio flux-monitoring and high resolution
observations at 3.6 cm with the VLA, of the central condensation in G10.0-0.3,
the radio nebula surrounding the soft gamma ray repeater (SGR) 1806-20. The
quiescent X-ray source AX1805.7-2025 is coincident with the radio core
suggesting that G10.0-0.3 is a plerionic supernova remnant. The monitoring
experiment was performed in 10 epochs spread over five months, starting just
before the latest reactivation of SGR 1806-20 in gamma-rays. There is no
apparent increase in the radio flux density from the central region of
G10.0-0.3 on timescales of days to months following the gamma-ray bursts. At a
resolution of 1 arcsec the peak region of G10.0-0.3 is seen to consist of a
compact source with diffuse, one-sided emission, reminiscent of core-jet
geometry seen in AGNs and some accreting Galactic binaries. By analogy with
these latter sources, we argue that the SGR 1806-20 is coincident with the core
component. If so, this is the first arcsecond localization of a high energy
transient. The lack of radio variability and the low brightness temperature of
the central component distinguish SGR 1806-20 from other accreting binaries.
The structure of the high resolution radio image also does not particularly
resemble that seen in the vicinity of young pulsars. Thus there is no
compelling observational evidence for either of the two models discussed for
SGRs, the pulsar model or the accreting binary model.
","[{""version"":""v1"",""created"":""Thu, 1 Dec 1994 02:03:50 GMT""}]","2015-06-24"
"astro-ph/9412001","Francisco Carrera","F.J. Carrera, X. Barcons, J.A. Butcher, A.C. Fabian, O. Lahav, G.C.
  Stewart & R.S. Warwick","Nearby Galaxies and the Ginga X-ray Background","20 pages, 11 compressed uuencoded figures appended at the end
  Submitted to MNRAS",,"10.1093/mnras/275.1.22",,"astro-ph",,"  We present here the results of cross-correlating the X-ray background
measured by Ginga in the 2-10 keV band with several catalogues of extragalactic
objects. Positive signals with an amplitude of a few per cent have been found
for some catalogues implying that some fraction of the X-ray background is
produced either by the class of catalogued sources or by other classes
spatially related to them. Detailed X-ray background simulations have been used
to assess the significance of the results and, for the first time, the full
angular shape of the cross-correlation. The inferred X-ray volume emissivity in
the local Universe, j_0, has been estimated for two galaxy catalogues (UGC and
IRAS) for which the cross-correlation is highly significant. We obtain j_0=
(0.74 +/- 0.07) for UGC and j_0= (1.15 +/- 0.10) for IRAS, in units of 1.E39 h
erg/s/Mpc3. Extrapolating this result back to z~1-4 leads to the conclusion
that <~10-30 per cent of the X-ray background could be produced by a
non-evolving population of galaxies. These values are shown to be consistent
with upper limits on the Auto Correlation Function derived here.
","[{""version"":""v1"",""created"":""Thu, 1 Dec 1994 12:58:11 GMT""},{""version"":""v2"",""created"":""Fri, 2 Dec 1994 09:10:36 GMT""}]","2015-06-24"
"chao-dyn/9411024","Maria Jose Sanchez","A.J.Fendrik and M.J.S\'anchez (Departamento de F\'isica, Facultad de
  Ciencias Exactas y Naturales, Universidad de Buenos Aires, Ciudad
  Universitaria, 1428, Buenos Aires,Argentina)","Decay of the Sinai Well in D dimensions","14 pages, Figures available under request. Revtex. Submitted to Phys.
  Rev. E.,e-mail: majo@dfuba.df.uba.ar",,"10.1103/PhysRevE.51.2996",,"chao-dyn nlin.CD",,"  We study the decay law of the Sinai Well in $D$ dimensions and relate the
behavior of the decay law to internal distributions that characterize the
dynamics of the system. We show that the long time tail of the decay is
algebraic ($1/t$), irrespective of the dimension $D$.
","[{""version"":""v1"",""created"":""Wed, 30 Nov 1994 17:26:18 GMT""}]","2016-08-14"
"cmp-lg/9411032","Ehud Reiter","Ehud Reiter (CoGenTex, Ithaca, USA)","Has a Consensus NL Generation Architecture Appeared, and is it
  Psycholinguistically Plausible?","uuencoded compressed tar file, containing LaTeX source and two style
  files. This paper appeared in the 1994 International NLG workshop",,,,"cmp-lg cs.CL",,"  I survey some recent applications-oriented NL generation systems, and claim
that despite very different theoretical backgrounds, these systems have a
remarkably similar architecture in terms of the modules they divide the
generation process into, the computations these modules perform, and the way
the modules interact with each other. I also compare this `consensus
architecture' among applied NLG systems with psycholinguistic knowledge about
how humans speak, and argue that at least some aspects of the consensus
architecture seem to be in agreement with what is known about human language
production, despite the fact that psycholinguistic plausibility was not in
general a goal of the developers of the surveyed systems.
","[{""version"":""v1"",""created"":""Wed, 30 Nov 1994 18:44:10 GMT""}]","2008-02-03"
"cmp-lg/9412001","Tom Lai","Bong Yeung Tom Lai (City University of Hong Kong & Tsinghua
  University, Beijing) and Changning Huang (Tsinghua University, Beijing)","Dependency Grammar and the Parsing of Chinese Sentences","PostScript. 8 pages. Contains bitmap figures and will therefore print
  slowly. Will appear in Proceedings of 1994 Joint Conference of 8th ACLIC and
  2nd PacFoCoL, Kyoto, Aug. 10-12, 1994",,,,"cmp-lg cs.CL",,"  Dependency Grammar has been used by linguists as the basis of the syntactic
components of their grammar formalisms. It has also been used in natural
language parsing. In China, attempts have been made to use this grammar
formalism to parse Chinese sentences using corpus-based techniques. This paper
reviews the properties of Dependency Grammar as embodied in four axioms for the
well-formedness conditions for dependency structures. It is shown that allowing
multiple governors as done by some followers of this formalism is unnecessary.
The practice of augmenting Dependency Grammar with functional labels is also
discussed in the light of building functional structures when the sentence is
parsed. This will also facilitate semantic interpretation.
","[{""version"":""v1"",""created"":""Thu, 1 Dec 1994 07:19:12 GMT""}]","2008-02-03"
"cond-mat/9411132","Anton Kast","Anton Kast (University of California, Berkeley)","Correlation Length and Average Loop Length of the Fully-Packed Loop
  Model","13 pages, three encapsulated PostScript figures uuencoded, epsf.tex
  required",,,,"cond-mat hep-th",,"  The fully-packed loop model of closed paths covering the honeycomb lattice is
studied through its identification with the $sl_q(3)$ integrable lattice model.
Some known results from the Bethe ansatz solution of this model are reviewed.
The free energy, correlation length, and the ensemble average loop length are
given explicitly for the many-loop phase. The results are compared with the
known result for the model's surface tension. A perturbative formalism is
introduced and used to verify results.
","[{""version"":""v1"",""created"":""Thu, 1 Dec 1994 02:40:43 GMT""}]","2007-05-23"
"cond-mat/9412001","Anna Jadczyk","Sergio Albeverio, Roman Gielerak, Helge Holden, Torbj{\o}rn Kolsrud
  and Mohammed Mebkhout","Thermal fluctuations around classical crystalline ground states. The
  case of bounded fluctuations","38 pages, LaTex file",,,,"cond-mat",,"  We study low--temperature non Gaussian thermal fluctuations of a system of
classical particles around a (hypothetical) crystalline ground state. These
thermal fluctuations are described by the behaviour of a system of long range
interacting charged dipoles at high--temperature and high--density. For the
case of uniformly bounded fluctuations, the low--temperature linked cluster
expansion describing the contribution to the free energy is derived and
analysed. Finally some nonpertubative results on the existence and independence
of boundary conditions of the Gibbs states for the associated dipole systems
are obtained.
","[{""version"":""v1"",""created"":""Thu, 1 Dec 1994 11:57:02 GMT""}]","2007-05-23"
"cond-mat/9412002","Christoph Bruder","C. Bruder, A. van Otterlo, and G. T. Zimanyi","Tunnel junctions of unconventional superconductors","4 pages, revtex, 4 (encapsulated postscript) figures (figures
  replaced)",,"10.1103/PhysRevB.51.12904","TFP-Bru94","cond-mat",,"  The phenomenology of Josephson tunnel junctions between unconventional
superconductors is developed further. In contrast to s-wave superconductors,
for d-wave superconductors the direction dependence of the tunnel matrix
elements that describe the barrier is relevant. We find the full I-V
characteristics and comment on the thermodynamical properties of these
junctions. They depend sensitively on the relative orientation of the
superconductors. The I-V characteristics differ from the normal s-wave RSJ-like
behavior.
","[{""version"":""v1"",""created"":""Thu, 1 Dec 1994 12:04:28 GMT""},{""version"":""v2"",""created"":""Fri, 2 Dec 1994 16:16:37 GMT""},{""version"":""v3"",""created"":""Fri, 2 Dec 1994 18:42:19 GMT""}]","2009-10-22"
