"alg-geom/9406001","Yukari-i","Yukari Ito","Gorenstein Quotient Singularities of Monomial Type in Dimension Three","13 pages, Ams-Tex(Ver.2.1A)",,,,"alg-geom math.AG",,"  The purpose of this paper is to construct a crepant resolution of quotient
singularities by finite subgroups of SL(3,C) of monomial type, and prove that
the Euler number of the resolution is equal to the number of conjugacy classes.
This result is a part of conjecture II in previous paper ""Crepant resolution of
trihedral singularities"" (alg-geom 9404008). These singularities are different
from trihedral, but main idea of the proof is based on the method of trihedral
case.
","[{""version"":""v1"",""created"":""Sat, 11 Jun 1994 08:06:26 GMT""},{""version"":""v2"",""created"":""Fri, 22 Jul 1994 08:21:48 GMT""}]","2008-02-03"
"astro-ph/9406031","David Syer","D.Syer, Cita","Implications of Neutrino Balls as the Source of Gamma-Ray Bursts","10 pages uuencoded PostScript (no figures), NB-01","Astrophys.J. 437 (1994) 144-148","10.1086/174982",,"astro-ph",,"  (To appear in the Astrophysical Journal) Holdom and Malaney (1994) have
suggested a mechanism for gamma-ray bursts which requires that stars be
captured by a neutrino ball. Neutrino balls would be, for the most part, denser
than main sequence stars, but their density would decrease as their mass
increased. We show that small neutrino balls would subject stars to tidal
forces sufficient to disrupt them. We thus argue that if neutrino balls existed
at the centres of galaxies, only the largest would be able to act as a source
of gamma-ray bursts. Such neutrino balls would have a mass of order
$10^7\Msun$. Tidal capture of stars by a neutrino ball would not be important,
but dynamical friction against the neutrinos or star-disc interactions could
both be important capture mechanisms. We find that a gamma-ray burst would
occur in a galaxy containing such a neutrino ball roughly every $10^2\y$, and
the fraction of all galaxies contributing to the gamma-ray burst flux would be
$\sim 10^{-4}$, assuming that this was the mechanism of all gamma-ray bursts.
These numbers have implications for neutrino ball models of active galaxies,
assuming that all gamma-ray bursts and all AGN come from neutrino balls. Either
a small fraction $\sim 10^{-2}$ of the lifetime of such an object could be
spent as an AGN, or that the probability of a neutrino ball becoming an AGN
would be $10^{-2}$. It is not possible to rule out the possibility that
neutrino balls might exist at the centres of galaxies through direct
ground-based observation of stellar kinematics.
","[{""version"":""v1"",""created"":""Fri, 10 Jun 1994 16:21:47 GMT""}]","2009-10-22"
"astro-ph/9406032","Fred Rasio","F. A. Rasio and S. L. Shapiro","Hydrodynamics of Binary Coalescence. II. Polytropes with Gamma=5/3","26 pages, LaTeX with AAS macros, 14 figures available upon request
  from best@sns.ias.edu, IAS-AST-94-24","Astrophys.J. 438 (1995) 887","10.1086/175130",,"astro-ph",,"  We present a new numerical study of the equilibrium and stability properties
of close binary systems using the smoothed-particle hydrodynamics (SPH)
technique. We adopt a simple polytropic equation of state $p=K\rho^\gam$ with
$\gam=5/3$ and $K=\,$constant within each star, applicable to low-mass
degenerate dwarfs as well as low-mass main-sequence stars. Along a sequence of
binary equilibrium configurations for two identical stars, we demonstrate the
existence of both secular and dynamical instabilities, confirming directly the
results of recent analytic work. We use the SPH method to calculate the
nonlinear development of the dynamical instability and to determine the final
fate of the system. We find that the two stars merge together into a single,
rapidly rotating object in just a few orbital periods. Equilibrium sequences
are also constructed for systems containing two nonidentical stars. These
sequences terminate at a Roche limit, which we can determine very accurately
using SPH. For two low-mass main-sequence stars with mass ratio $q\lo0.4$ we
find that the (synchronized) Roche limit configuration is secularly unstable.
Degenerate binary configurations remain hydrodynamically stable all the way to
the Roche limit for all mass ratios $q\ne1$. Dynamically unstable mass transfer
can also lead to the rapid coalescence of a binary system, but the details of
the hydrodynamic evolution are quite different. We discuss the implications of
our results for double white-dwarf and W Ursae Majoris systems.
","[{""version"":""v1"",""created"":""Fri, 10 Jun 1994 18:54:07 GMT""}]","2009-10-22"
"astro-ph/9406033","Renu Malhotra","Renu Malhotra","Dynamical Model of Pulsar-Planet Systems","To appear in ""Millisecond Pulsars: A Decade of Surprises""
  (proceedings of Aspen Winter Astrophysics Conference, eds. A. Fruchter, M
  Tavani and D. Backer); 12 pages, uuencoded compressed postscript file;
  LPI-94/832",,,,"astro-ph",,"  About two years ago, Wolszczan and Frail announced the detection of a
possible planetary system consisting of two Earth-mass planets around a
millisecond pulsar. It was pointed out shortly thereafter that the mutual
gravitational interaction of the planets leads to predictable evolution of
their orbits. Because millisecond pulsars are very stable ``clocks'' and allow
pulse timing measurements with microsecond precision, the orbit evolution would
lead to a measurable modulation of the arrival times of the pulses. Detection
of this effect would serve to corroborate the planetary interpretation of the
data and provide additional constraints on the system. The theory of planetary
perturbations in the context of pulsar timing observations is summarized here.
","[{""version"":""v1"",""created"":""Sat, 11 Jun 1994 01:53:50 GMT""}]","2007-05-23"
"astro-ph/9406034","August Evrard","August E. Evrard","Simulations of Clusters of Galaxies","to appear in Proceedings of the XIVth Moriond Astrophysics Meeting.
  10 pages, uuencoded, compressed postscript file includes figures (~1 Mb after
  unpacked)",,,,"astro-ph",,"  The degree of complexity and, to a somewhat lesser degree, realism in
simulations has advanced rapidly in the past few years. The simplest approach -
modeling a cluster as collisionless dark matter and collisonal, non--radiative
gas is now fairly well established. One of the most fruitful results of this
approach is the {\sl morphology--cosmology connection} for X-ray clusters.
Simulations have provided the means to make concrete predictions for the X-ray
morphologies of clusters in cosmologies with different $\Omega_o$, with the
result that low $\Omega_o$ cosmologies fair rather poorly when compared to
observations. Another result concerns the accuracy of \xray binding mass
estimates. The standard, hydrostatic, isothermal model estimator is found to be
accurate to typically better than $50\%$ at radii where the density contrast is
between $10^2$ and $10^3$. More complicated approaches, which attempt to
explicitly follow galaxy formation within the proto--cluster environment are
slowly being realized. The key issue of {\sl dynamical biasing} of the galaxy
population within a cluster is being probed, but conclusive answers are
lacking. The dynamics of multi--phase gas, including conversion of cold, dense
gas into stars and the feedback therefrom, is the largest obstacle hindering
progress. An example demonstrating the state--of--the--art in this area is
presented.
","[{""version"":""v1"",""created"":""Sat, 11 Jun 1994 07:05:43 GMT""}]","2007-05-23"
"astro-ph/9406035",,"Sandip K. Chakrabarti and Diego Molteni","Viscosity Prescriptions in Accretion Disks with Shock Waves","15 pages +10 figures, LaTeX, MNRAS, to appear",,,,"astro-ph",,"  We study the evolution of viscous, isothermal, rotating, thin, axisymmetric
accretion disks around a compact object using Smoothed Particle Hydrodynamics.
We emphasize the effects of different choices of viscosity prescriptions on the
evolution of angular momentum as well as other physical quantities of the disk.
We show that a flow with the Shakura-Sunyaev viscosity prescription may produce
only {\it shear} shock, where the angular momentum changes significantly across
the shock. We present and study the effects of other prescriptions of viscosity
which render the angular momentum continuous across the shock waves. In
general, it is observed that for flows with a small viscosity, the shocks are
weaker, form farther away and are wider as compared to the shocks in inviscid
flows. If the viscosity is high, shocks do not form at all. The flow remains
subsonic and Keplerian throughout the disk and becomes supersonic only very
close to the horizon.
","[{""version"":""v1"",""created"":""Sat, 11 Jun 1994 03:53:00 GMT""},{""version"":""v2"",""created"":""Sat, 18 Jun 1994 07:00:00 GMT""}]","2008-02-03"
"chem-ph/9406002","Steve Rick","Steven W. Rick, Steven J. Stuart, and B.J. Berne (Department of
  Chemistry and Center for Biomolecular Simulation Columbia University, NY)","Dynamical Fluctuating Charge Force Fields: Application to Liquid Water","J. Chem. Phys., in press 29 pages + 12 figures",,"10.1063/1.468398",,"chem-ph physics.chem-ph",,"  A new molecular dynamics model in which the point charges on atomic sites are
allowed to fluctuate in response to the environment is developed and applied to
water. The idea for treating charges as variables is based on the concept of
electronegativity equalization according to which: (a) The electronegativity of
an atomic site is dependent on the atom's type and charge and is perturbed by
the electrostatic potential it experiences from its neighbors and (b) Charge is
transferred between atomic sites in such a way that electronegativities are
equalized. The charges are treated as dynamical variables using an extended
Lagrangian method in which the charges are given a fictitious mass, velocities
and kinetic energy and then propagated according to Newtonian mechanics along
with the atomic degrees of freedom. Models for water with fluctuating charges
are developed using the geometries of two common fixed-charge water potentials:
the simple point charge (SPC) and the 4-point transferable intermolecular
potential (TIP4P). Both fluctuating charge models give accurate predictions for
gas-phase and liquid state properties, including radial distribution functions,
the dielectric constant, and the diffusion constant. The method does not
introduce any new intermolecular interactions beyond those already present in
the fixed charge models and increases the computer time by only a factor of
1.1, making this method tractable for large systems.
","[{""version"":""v1"",""created"":""Fri, 10 Jun 1994 17:38:09 GMT""}]","2009-10-22"
"cmp-lg/9406020","Michael Young","R. Michael Young (Intelligent Systems Program, University of
  Pittsburgh) and Johanna D. Moore (Department of Computer Science and Learning
  Research and Development Center, University of Pittsburgh)","DPOCL: A Principled Approach to Discourse Planning",,"proceedings of the Seventh International Workshop on Natural
  Langauge Generation, Kennebunkport, ME, June, 1994",,,"cmp-lg cs.CL",,"  Research in discourse processing has identified two representational
requirements for discourse planning systems. First, discourse plans must
adequately represent the intentional structure of the utterances they produce
in order to enable a computational discourse agent to respond effectively to
communicative failures \cite{MooreParisCL}. Second, discourse plans must
represent the informational structure of utterances. In addition to these
representational requirements, we argue that discourse planners should be
formally characterizable in terms of soundness and completeness.
","[{""version"":""v1"",""created"":""Fri, 10 Jun 1994 18:51:07 GMT""}]","2008-02-03"
"cond-mat/9406048",,"E. R. Mucciolo, V. N. Prigodin, and B. L. Altshuler","Statistical Properties of Level Widths and Conductance Peaks in a
  Quantum Dot","13 pages, RevTeX 3, six uuencoded postscript figures, CMT-ERM-9402",,"10.1103/PhysRevB.51.1714",,"cond-mat",,"  We study the statistics of level widths of a quantum dot with extended
contacts in the absence of time-reversal symmetry. The widths are determined by
the amplitude of the wavefunction averaged over the contact area. The
distribution function of level widths for a two-point contact is evaluated
exactly. The distribution resembles closely the result obtained when the
wavefunction fluctuates independently at each point, but differs from the
one-point case. Analytical calculations and numerical simulations show that the
distribution for many-point contacts has a power-law behavior at small level
widths. The exponent is given by the number of points in the lead and diverges
in the continuous limit. The distribution of level widths is used to determine
the distribution of conductance peaks in the resonance regime. At intermediate
temperatures, we find that the distribution tends to normal and fluctuations in
the height of the peaks are suppressed as the lead size is increased.
","[{""version"":""v1"",""created"":""Fri, 10 Jun 1994 17:41:41 GMT""}]","2009-10-22"
"cond-mat/9406049","Weiqing Zhong","W. Zhong, David Vanderbilt, and K. M. Rabe","Phase transitions in BaTiO$_3$ from first principles","13 pages",,"10.1103/PhysRevLett.73.1861",,"cond-mat",,"  We develop a first-principles scheme to study ferroelectric phase transitions
for perovskite compounds. We obtain an effective Hamiltonian which is fully
specified by first-principles ultra-soft pseudopotential calculations. This
approach is applied to BaTiO$_3$, and the resulting Hamiltonian is studied
using Monte Carlo simulations. The calculated phase sequence, transition
temperatures, latent heats, and spontaneous polarizations are all in good
agreement with experiment. The order-disorder vs.\ displacive character of the
transitions and the roles played by different interactions are discussed.
","[{""version"":""v1"",""created"":""Fri, 10 Jun 1994 22:01:39 GMT""}]","2009-10-22"
