"alg-geom/9406003","Subhashis Nag","Indranil Biswas, Subhashis Nag and Dennis Sullivan","Universal Hodge Bundle and Mumford Isomorphisms on the Abelian Inductive
  Limit of Teichm\""uller Spaces","Latex paper, 36 pages, ICTP preprint IC/94/115",,,,"alg-geom hep-th math.AG",,"  Let $\Mg$ denote the moduli space of compact Riemann surfaces of genus $g$.
Mumford had proved that, for each fixed genus $g$, there are isomorphisms
asserting that certain higher $DET$ bundles over $\Mg$ are certain fixed
(genus-independent) tensor powers of the Hodge line bundle on $\Mg$. Here we
obtain a coherent, genus-independent description of the Mumford isomorphisms
over certain infinite-dimensional ``universal'' parameter spaces of compact
Riemann surfaces (with or without marked points). We work with an inductive
limit of Teichm\""uller spaces comprising complex structures on a certain
``solenoidal Riemann surface'', $H_{\infty,abel}$. The main result constructs
these universal $DET$ and Hodge line bundles on this direct limit, equips them
with their Quillen metrics, and proves that they are related by the appropriate
Mumford isomorphisms. Our work can be viewed as a contribution towards a
non-perturbative formulation of the bosonic string theory, since it provides an
interpretation of the Polyakov measure in a genus-independent fashion.
","[{""version"":""v1"",""created"":""Wed, 15 Jun 1994 10:27:46 GMT""}]","2008-02-03"
"alg-geom/9406004","Fumiharu Kato","Fumiharu Kato","Log Smooth Deformation Theory","29 pages, Latex version 2.09, Kyoto-Math 94-07",,,,"alg-geom math.AG",,"  This paper gives a foundation of log smooth deformation theory. We study the
infinitesimal liftings of log smooth morphisms and show that the log smooth
deformation functor has a representable hull. This deformation theory gives,
for example, the following two types of deformations: (1) relative deformations
of a certain kind of a pair of an algebraic variety and a divisor of it, and
(2) global smoothings of normal crossing varieties. The former is a
generalization of the relative deformation theory introduced by Makio, and the
latter coincides with the logarithmic deformation theory introduced by Kawamata
and Namikawa.
","[{""version"":""v1"",""created"":""Wed, 15 Jun 1994 08:42:17 GMT""},{""version"":""v2"",""created"":""Mon, 4 Jul 1994 03:21:09 GMT""},{""version"":""v3"",""created"":""Tue, 6 Sep 1994 08:56:10 GMT""}]","2008-02-03"
"astro-ph/9406044",,"Chris Mihos and Lars Hernquist","Star Forming Galaxy Models: Blending Star Formation into TREESPH","16 pages, uuencoded compressed postscript, accepted to the
  Astrophysical Journal. 13 postscript figures available upon request from
  hos@lick.ucsc.edu",,,,"astro-ph",,"  We have incorporated star formation algorithms into a hybrid N-body/smoothed
particle hydrodynamics code (TREESPH) in order to describe the star forming
properties of disk galaxies over timescales of a few billion years. The models
employ a Schmidt law of index $n\sim 1.5$ to calculate star formation rates,
and explicitly include the energy and metallicity feedback into the ISM.
Modeling the newly formed stellar population is achieved through the use of
hybrid SPH/young star particles which gradually convert from gaseous to
collisionless particles, avoiding the computational difficulties involved in
creating new particles. The models are shown to reproduce well the star forming
properties of disk galaxies, such as the morphology, rate of star formation,
and evolution of the global star formation rate and disk gas content. As an
example of the technique, we model an encounter between a disk galaxy and a
small companion which gives rise to a ring galaxy reminiscent of the Cartwheel
(AM 0035-35). The primary galaxy in this encounter experiences two phases of
star forming activity: an initial period during the expansion of the ring, and
a delayed phase as shocked material in the ring falls back into the central
regions.
","[{""version"":""v1"",""created"":""Tue, 14 Jun 1994 22:26:12 GMT""}]","2007-05-23"
"astro-ph/9406045","Arthur Mezhlumian","A.Mezhlumian and A.Starobinsky","Stochastic Inflation: New Results","LaTeX",,,"Landau ITP preprint LANDAU-91-TMP-1 (May, 1991)","astro-ph",,"  This is an old article which has never been posted for public use and which
only appeard in a relatively hard-to-get Proceedings of the Sakharov Conference
in Moscow (May, 1991). The subject of this article has received a lot of
attention in last two years. Although we acknowledge that there has been a very
big progress in the field of relating the spectrum of fluctuations to scalar
field potentials of inflation models, which have outdated some of our results
(particularly because we never took into account the tensor fluctuations which
have been shown to be crucial for reconstructing the inflaton potential) we
think that some of the other ideas and approaches which we presented in this
article maybe still of interest. We did not rewrite the article to include any
of the newer approaches and we did not add any of the newer references. The
reader is advised to refer to recent papers (for example, see the paper
astro-ph/9403001 by Edward Kolb and Sharon Vadas) for state of the art review
and up-to-date references.
  ==The original abstract of the article==: We prove that, in stochastic
approach, there exists an equivalence relation between different inflationary
models under some redefinition of field and time variables. The
postinflationary physics is insensitive to it and one can say that related
theories are in fact indistinguishable from the viewpoint
","[{""version"":""v1"",""created"":""Tue, 14 Jun 1994 23:55:19 GMT""}]","2007-05-23"
"astro-ph/9406046","Robert Crittenden","David Coulson, Robert G. Crittenden and Neil Turok","Polarization and Anisotropy of the Microwave Sky","12 pages of uuencoded compressed postscript (replacing previous
  uncompressed version), figures included. PUPT-94-1473","Phys.Rev.Lett. 73 (1994) 2390-2393","10.1103/PhysRevLett.73.2390",,"astro-ph hep-ph",,"  We study the polarization-polarization and polarization-temperature
correlations in standard adiabatic scenarios for structure formation.
Temperature anisotropies due to gravitational potential wells and oscillations
in the photon-baryon-electron fluid on the surface of last scattering are each
associated with a correlated polarization pattern. While the `correlated part'
of the polarization has an r.m.s. of only a third of the total signal, it may
still be measurable by mapping a large area on the sky. We calculate the
expected signal to noise ratio for various measures of the polarization in a
hypothetical mapping experiment such as those now being planned.
","[{""version"":""v1"",""created"":""Tue, 14 Jun 1994 23:07:11 GMT""},{""version"":""v2"",""created"":""Thu, 16 Jun 1994 21:00:53 GMT""}]","2009-10-22"
"cond-mat/9406059","Zachary Ha","Z. N. C. Ha and F. D. M. Haldane","Elementary Excitations of One-Dimensional t-J Model with Inverse-Square
  Exchange","Revtex 12 pages + 4 figures, IASSNS-HEP-94/42 (June 14, 1994)",,"10.1103/PhysRevLett.73.2887",,"cond-mat hep-th",,"  We identify exact excitation content of the intermediate states for the
one-particle Green's functions, spin-spin and (charge) density-density
correlation functions of the periodic one-dimensional $t$-$J$ model with
inverse square exchange. The excitations consist of neutral $S=1/2$ spinons and
spinless (charge $-e$) holons with semionic fractional statistics, and bosonic
(charge +2$e$) ``anti-holons'' which are excitations of the holon condensate.
Due to the supersymmetric Yangian quantum symmetry of this model, only the
excited states with {\it finite} number of elementary excitations contribute to
the spectral functions. We find a set of selection rules, and this allows us to
map out the regions of non-vanishing spectral weight in the energy-momentum
space for the various correlation functions.
","[{""version"":""v1"",""created"":""Tue, 14 Jun 1994 19:04:20 GMT""}]","2009-10-22"
"cond-mat/9406060","Joel Shore","Dirk Jan Bukman and Joel D. Shore","The Conical Point in the Ferroelectric Six-Vertex Model","28 pages (LaTeX); 8 postscript figures available on request
  (joels@sfu.ca). Submitted to Journal of Statistical Physics. SFU-DJBJDS-94-01",,"10.1007/BF02180132",,"cond-mat",,"  We examine the last unexplored regime of the asymmetric six-vertex model: the
low-temperature phase of the so-called ferroelectric model. The original
publication of the exact solution, by Sutherland, Yang, and Yang, and various
derivations and reviews published afterwards, do not contain many details about
this regime. We study the exact solution for this model, by numerical and
analytical methods. In particular, we examine the behavior of the model in the
vicinity of an unusual coexistence point that we call the ``conical'' point.
This point corresponds to additional singularities in the free energy that were
not discussed in the original solution. We show analytically that in this point
many polarizations coexist, and that unusual scaling properties hold in its
vicinity.
","[{""version"":""v1"",""created"":""Tue, 14 Jun 1994 19:16:25 GMT""}]","2009-10-22"
"cond-mat/9406061","Tom Devereaux","T. P. Devereaux","Symmetry dependence of phonon lineshapes in superconductors with
  anisotropic gaps","15 pages (3 Figures available upon request), Revtex, 17",,"10.1103/PhysRevB.50.10287",,"cond-mat",,"  The temperature dependence below $T_{c}$ of the lineshape of optical phonons
of different symmetry as seen in Raman scattering is investigated for
superconductors with anisotropic energy gaps. It is shown that the symmetry of
the electron-phonon vertex produces non-trivial couplings to an anisotropic
energy gap which leads to unique changes in the phonon lineshape for phonons of
different symmetry. The phonon lineshape is calculated in detail for $B_{1g}$
and $A_{1g}$ phonons in a superconductor with $d_{x^{2}-y^{2}}$ pairing
symmetry. The role of satellite peaks generated by the electron-phonon coupling
are also addressed. The theory accounts for the substantial phonon narrowing of
the $B_{1g}$ phonon, while narrowing of the $A_{1g}$ phonon which is
indistinguishable from the normal state is shown, in agreement with recent
measurements on BSCCO.
","[{""version"":""v1"",""created"":""Wed, 15 Jun 1994 01:19:11 GMT""}]","2009-10-22"
"cond-mat/9406062","Pavel Smilauer","S. Harris and P. \v{S}milauer","Analytical solution of generalized Burton--Cabrera--Frank equations for
  growth and post--growth equilibration on vicinal surfaces","16 pages, REVTeX 3.0, IC-DDV-94-003",,"10.1103/PhysRevB.50.7952",,"cond-mat",,"  We investigate growth on vicinal surfaces by molecular beam epitaxy making
use of a generalized Burton--Cabrera--Frank model. Our primary aim is to
propose and implement a novel analytical program based on a perturbative
solution of the non--linear equations describing the coupled adatom and dimer
kinetics. These equations are considered as originating from a fully
microscopic description that allows the step boundary conditions to be directly
formulated in terms of the sticking coefficients at each step. As an example,
we study the importance of diffusion barriers for adatoms hopping down
descending steps (Schwoebel effect) during growth and post-growth equilibration
of the surface.
","[{""version"":""v1"",""created"":""Wed, 15 Jun 1994 11:00:29 GMT""}]","2009-10-22"
"cond-mat/9406063",,"Alberto Debernardi and Stefano Baroni","Third-order density-functional perturbation theory: a practical
  implementation with applications to anharmonic couplings in Si","6 pages, Plane Tex, SISSA Ref. 78/94/CM/SC (June 94)",,"10.1016/0038-1098(94)90654-8",,"cond-mat",,"  We present a formulation of third-order density-functional perturbation
theory which is manifestly invariant with respect to unitary transfomations
within the occupied-states manifold and is particularly suitable for a
practical implementation of the so called `2n+1' theorem. Our implementation is
demonstrated with the calculation of the third-order anharmonic coupling
coefficients for some high-simmetry phonons in Silicon.
","[{""version"":""v1"",""created"":""Wed, 15 Jun 1994 10:51:33 GMT""}]","2009-10-22"
"cond-mat/9406064","Robert Eder","R. Eder, Y. Ohta and T. Shimozato (Department of Applied Physics,
  Nagoya University, Nagoya 464-01, Japan)","Validity of the rigid band picture for the t-J model","Remarks: Revtex file + 7 figures attached as compressed postscript
  files Figures can also be obtained by ordinary mail on request",,"10.1103/PhysRevB.50.3350",,"cond-mat",,"  We present an exact diagonalization study of the doping dependence of the
single particle Green's function in 16, 18 and 20 site clusters of t-J model.
We find evidence for rigid-band behaviour starting from the half-filled case:
upon doping, the topmost states of the quasiparticle band observed in the
photoemisson spectrum at half-filling cross the chemical potential and reappear
as the lowermost states of the inverse photoemission spectrum. Features in the
inverse photoemission spectra which are inconsistent with rigid-band behaviour
are shown to originate from the nontrivial point group symmetry of the ground
state with two holes, which enforces different selection rules than at
half-filling. Deviations from rigid band behaviour which lead to the formation
of the `large Fermi surface' in the momentum distribution occur only at
energies far from the chemical potential. A Luttinger Fermi surface and a
nearest neighbor hopping band do not exist.
","[{""version"":""v1"",""created"":""Wed, 15 Jun 1994 13:26:36 GMT""}]","2009-10-22"
