"astro-ph/9406069","Marc Kamionkowski","Marc Kamionkowski, Bharat Ratra, David N. Spergel, and Naoshi Sugiyama","CBR Anisotropy in an Open Inflation, CDM Cosmogony","(12 pages, plain TeX; 3 figures available upon request from the
  authors), IASSNS-HEP-94/39, PUPT-1470, POP-568, CfPA-TH-94-27, UTAP-185","Astrophys.J. 434 (1994) L1-L4","10.1086/187558",,"astro-ph gr-qc hep-ph",,"  We compute the cosmic background radiation anisotropy, produced by
energy-density fluctuations generated during an early epoch of inflation, in an
open cosmological model based on the cold dark matter scenario. At $\Omega_0
\sim$ 0.3 -- 0.4, the COBE normalized open model appears to be consistent with
most observations.
","[{""version"":""v1"",""created"":""Mon, 27 Jun 1994 18:57:44 GMT""}]","2009-10-22"
"astro-ph/9406070","Frank Pijpers","Frank P. Pijpers and Ignaz Wanders","Reverberation mapping of active galactic nuclei : The SOLA method for
  time-series inversion","16 pages, plain TeX using Blackwell MN macros","Mon. Not. RAS 271 (1994) 183","10.1093/mnras/271.1.183","UAO-94-P91","astro-ph comp-gas nlin.CG",,"  In this paper a new method is presented to find the transfer function of the
broad-line region in active galactic nuclei. The subtractive optimally
localized averages (SOLA) method is a modified version of the Backus-Gilbert
method and is presented as an alternative to the more often used
maximum-entropy method. The SOLA method has been developed for use in
helioseismology. It has been applied to the solar oscillation frequency
splitting data currently available to deduce the internal rotation rate of the
sun. The original SOLA method is reformulated in the present paper to cope with
the slightly different problem of inverting time series. We use simulations to
test the viability of the method and apply the SOLA method to the real data of
the Seyfert-1 galaxy NGC 5548. We investigate the effects of measurement errors
and how the resolution of the TF critically depends upon both the sampling rate
and the photometric accuracy of the data. A uuencoded compressed postscript
file of the paper which includes the figures is available by anonymous ftp at
ftp://solaris.astro.uu.se/pub/articles/atmos/frank/PijWan.uue
","[{""version"":""v1"",""created"":""Mon, 27 Jun 1994 19:00:37 GMT""}]","2015-06-24"
"cmp-lg/9406040",,"Miles Osborne (Dept. of Computer Science, University of York, York YO1
  5DD, England) and Derek Bridge (Dept. of Computer Science, University of
  York, York, YO1 5DD, England)","Learning unification-based grammars using the Spoken English Corpus","10 pages","ICGI-94 Colloquium",,,"cmp-lg cs.CL",,"  This paper describes a grammar learning system that combines model-based and
data-driven learning within a single framework. Our results from learning
grammars using the Spoken English Corpus (SEC) suggest that combined
model-based and data-driven learning can produce a more plausible grammar than
is the case when using either learning style isolation.
","[{""version"":""v1"",""created"":""Tue, 28 Jun 1994 14:59:23 GMT""}]","2008-02-03"
"cond-mat/9406107","Johannes Kellendonk","Johannes Kellendonk","Gap Labelling for Schr\""odinger Operators on Quasiperiodic Tilings","13 pages, 1 figure, Latex, KCL-TH-94-10",,,,"cond-mat hep-th",,"  For a large class of tilings, including those which are obtained by the
generalized dual method from regular grids, it is shown that their algebra is
stably isomorphic to a crossed product with $\Z^d$. Penrose tilings belong to
this class. This enlarges the class of tilings of which can be shown that a set
of possible gap labels is completely determined by an invariant measure on the
hull.
","[{""version"":""v1"",""created"":""Mon, 27 Jun 1994 18:19:59 GMT""}]","2007-05-23"
"cond-mat/9406108",,"Lei Xing and Yia-Chung Chang (Department of Physics and Materials
  Research Laboratory, University of Illinois at Urbana-Champaign, Urbana, IL)","Nuclear Spin-Lattice Relaxation Induced by Thermally Fluctuating Flux
  Lines in Type-II Superconductors","12 pages, LaTex file, three figures available upon request",,"10.1103/PhysRevLett.73.488",,"cond-mat",,"  Thermal motion of the flux lines (FL) gives rise to fluctuating magnetic
fields. These dynamic fields couple to the nuclei in the sample and relax the
nuclear spins. Based on a model of harmonic fluctuations, we provide a
theoretical description of the nuclear spin-lattice relaxation (NSLR) process
due to the fluctuating FLs in clean type-II superconductors. At low fields, the
calculated longitudinal relaxation rate $T_1^{-1}$ is enormously enhanced at
temperatures just below $T_c$. At intermediate fields, the resulting $T_1^{-1}$
exhibits a peak structure as a function of temperature, which is eventually
suppressed as the field is increased. The vibrational modes which have
components propagating along the FLs play an essential role in the $T_1^{-1}$
process.
","[{""version"":""v1"",""created"":""Mon, 27 Jun 1994 20:26:15 GMT""}]","2009-10-22"
"cond-mat/9406109","Sidney Redner (617) 353-2618  fax -9393","P. L. Krapivsky, E. Ben-Naim and S. Redner","Kinetics of Heterogeneous Single-Species Annihilation","TeX, 18 pages","Phys. Rev. E 50, 2474 (1994).","10.1103/PhysRevE.50.2474",,"cond-mat",,"  We investigate the kinetics of diffusion-controlled heterogeneous
single-species annihilation, where the diffusivity of each particle may be
different. The concentration of the species with the smallest diffusion
coefficient has the same time dependence as in homogeneous single-species
annihilation, A+A-->0. However, the concentrations of more mobile species decay
as power laws in time, but with non-universal exponents that depend on the
ratios of the corresponding diffusivities to that of the least mobile species.
We determine these exponents both in a mean-field approximation, which should
be valid for spatial dimension d>2, and in a phenomenological Smoluchowski
theory which is applicable in d<2. Our theoretical predictions compare well
with both Monte Carlo simulations and with time series expansions.
","[{""version"":""v1"",""created"":""Mon, 27 Jun 1994 21:59:43 GMT""}]","2009-10-22"
"cond-mat/9406110","Nick Bonesteel","N.E. Bonesteel","Composite Fermions and the Energy Gap in the Fractional Quantum Hall
  Effect","12 pages, Revtex 3.0, 2 compressed and uuencoded postscript figures
  appended, NHMFL-94-0627",,"10.1103/PhysRevB.51.9917",,"cond-mat",,"  The energy gaps for the fractional quantum Hall effect at filling fractions
1/3, 1/5, and 1/7 have been calculated by variational Monte Carlo using Jain's
composite fermion wave functions before and after projection onto the lowest
Landau level. Before projection there is a contribution to the energy gaps from
the first excited Landau level. After projection this contribution vanishes,
the quasielectron charge becomes more localized, and the Coulomb energy
contribution increases. The projected gaps agree well with previous
calculations, lending support to the composite fermion theory.
","[{""version"":""v1"",""created"":""Tue, 28 Jun 1994 02:29:33 GMT""},{""version"":""v2"",""created"":""Wed, 29 Jun 1994 03:14:46 GMT""}]","2009-10-22"
"cond-mat/9406111","Dick van der Marel","G. Rietveld, M. Glastra, D. van der Marel","Doping Dependence of the Chemical Potential in Cuprate High-$T_{\rm c}$
  Superconductors I: La$_{2-x}$Sr$_x$CuO$_4$","10 pages, figures on request. Revtex, version 2, Materials Science
  Center Internal Report Number VSGD.94.6.2","Physica C 241 (1995), 257","10.1016/0921-4534(94)02395-6",,"cond-mat",,"  The names of the authors, which were inadvertedly lacking in the tex-file
submitted two days ago, have been added.
","[{""version"":""v1"",""created"":""Tue, 28 Jun 1994 07:36:56 GMT""},{""version"":""v2"",""created"":""Wed, 29 Jun 1994 16:17:52 GMT""}]","2015-06-25"
"cond-mat/9406112","Juergen Goos","G. Gompper and J. Goos","Fluctuating Interfaces in Microemulsion and Sponge Phases","23 pages (LaTeX) + 15 figures appended, figures 10-13 upon request,
  LMU-WAG-940530",,"10.1103/PhysRevE.50.1325",,"cond-mat",,"  A simple Ginzburg-Landau theory with a single, scalar order parameter is used
to study the microscopic structure of microemulsions and sponge phases. The
scattering intensity in both film and bulk contrast, as well as averages of the
internal area $S$, the Euler characteristic $\chi_E$, and the mean curvature
squared $<H^2>$, are calculated by Monte Carlo methods. The results are
compared with results obtained from a variational approach in combination with
the theory of Gaussian random fields and level surfaces. The results for the
location of the transition from the microemulsion to oil/water coexistence, for
the scattering intensity in bulk contrast, and for the dimensionless ratio
$\chi_E V^2/S^3$ (where $V$ is the volume) are found to be in good quantitative
agreement. However, the variational approach fails to give a peak in the
scattering intensity in film contrast at finite wavevector, a peak which is
observed both in the Monte Carlo simulations and in experiment. Also, the
variational approach fails to produce a transition from the microemulsion to
the lamellar phase.
","[{""version"":""v1"",""created"":""Tue, 28 Jun 1994 10:33:10 GMT""}]","2009-10-22"
"cond-mat/9406113",,"Ana Lopez and Eduardo Fradkin","Fermionic Chern-Simons theory for the Fractional Quantum Hall Effect in
  Bilayers","55 pages, Urbana Prepint",,"10.1103/PhysRevB.51.4347",,"cond-mat",,"  We generalize the fermion Chern-Simons theory for the Fractional Hall Effect
(FQHE) which we developed before, to the case of bilayer systems. We study the
complete dynamic response of these systems and predict the experimentally
accessible optical properties. In general, for the so called $(m, m, n)$
states, we find that the spectrum of collective excitations has a gap, and the
wave function has the Jastrow-Slater form, with the exponents determined by the
coefficients $m$, and $n$. We also find that the $(m,m,m)$ states, {\it
i.~e.~}, those states whose filling fraction is $1\over m$, have a gapless mode
which may be related with the spontaneous appearance of the interlayer
coherence. Our results also indicate that the gapless mode makes a contribution
to the wave function of the $(m,m,m)$ states analogous to the phonon
contribution to the wave function of superfluid $\rm{He}_4$. We calculate the
Hall conductance, and the charge and statistics of the quasiparticles. We also
present an $SU(2)$ generalization of this theory relevant to spin unpolarized
or partially polarized single layers.
","[{""version"":""v1"",""created"":""Tue, 28 Jun 1994 15:16:40 GMT""}]","2009-10-22"
