"alg-geom/9406008","Maurizio D. Cornalba","Enrico Arbarello and Maurizio Cornalba","Combinatorial and algebro-geometric cohomology classes on the moduli
  spaces of curves","37 pages + figures, AMS-TeX 2.1",,,,"alg-geom hep-th math.AG",,"  Based on the combinatorial description of the moduli spaces of curves
provided by Strebel differentials, Witten and Kontsevich have introduced
combinatorial cohomology classes $W_{(m_0,m_1,m_2,\dots),n}$, and conjectured
that these can be expressed in terms of Mumford-Morita-Miller classes. It is
argued that this link should be provided by a theorem of Di Francesco, Itzykson
and Zuber which relates the derivatives of the Witten-Kontsevich partition
function with respect to one set of variables to the derivatives with respect
to the other set of variables. Two things are shown. First of all that this
works in complex codimension 1. Secondly that in all the cases when it has been
possible to make the Di Francesco, Itzykson and Zuber correpondence explicit
this translates into identities of the type $$
\int_{W_{(m_0,m_1,m_2,\dots),n}}\prod\psi_i^{d_i}
=\int_{\overline{\cal{M}}_{g,n}} X_{(m_0,m_1,m_2,\dots),n}\prod\psi_i^{d_i} $$
where the $X_{(m_0,m_1,m_2,\dots),n}$ are explicit polynomials in the
algebro-geometric classes and the $\psi_i$ are the Chern classes of the point
bundles, for any choice of $d_1,\dots,d_n$.
","[{""version"":""v1"",""created"":""Thu, 30 Jun 1994 17:18:02 GMT""}]","2015-06-30"
"alg-geom/9407001","Jean-Bruno Erismann","Matthias Holschneider","Quadrature Mirror Filters and Loop Groups","15 pages, CPT-94/P.3017, tex",,,,"alg-geom math.AG",,"  In this paper we want to show, that the finite impulse response quadratic
mirror filters (QMF) associated to a tower of grids $\Gamma\subset H=\bf Z^n$
can be identified with a right coset of the subgroup
Fix$(T_{\Gamma^{\perp}}$,Map$ ({\bf T}^n\to U(N)$: poly) of the group of
polynomial loops Map$({\bf T}^n\to U(N)$: poly) with $N=|H/\Gamma|$. The QMF
with some vanishing moments can be identified with cosets of subgroups. The
problem to parameterize all finite impulse response QMF in arbitrary space
dimensions is now equivalent to factorize all polynomial loops.
","[{""version"":""v1"",""created"":""Fri, 1 Jul 1994 07:48:35 GMT""}]","2008-02-03"
"alg-geom/9407002","J. M. Landsberg","J.M. Landsberg","Differential-geometric characterizations of complete intersections","AMSTeX",,,,"alg-geom dg-ga math.AG math.DG",,"  The exposition has been significantly altered, hopefully improved.
","[{""version"":""v1"",""created"":""Fri, 1 Jul 1994 14:50:42 GMT""},{""version"":""v2"",""created"":""Wed, 28 Jun 1995 14:58:17 GMT""}]","2008-02-03"
"astro-ph/9406076","Ng Ka Lok","Ka Lok Ng and Kin-Wang Ng","Gravitational Wave Induced Large-scale Polarization of \\Cosmic
  Microwave Background Radiation","12 pages, LaTex, 2 figures available upon request, IP-ASTP-10-94","Astrophys.J. 445 (1995) 521-525","10.1086/175717",,"astro-ph gr-qc",,"  We discuss the contribution of gravitational wave to the cosmic microwave
background radiation (CMBR) anisotropy and polarization. It is found that the
large-scale polarization of CMBR is less than 1\% for a standard recombination
universe. The effect of matter reionization will enhance the CMBR polarization
to a 10\% level. We have computed the CMBR polarization for two extreme cases
(not absolutely ruled out) and found that further enhancement of the ratio is
possible. We conclude that measuring the polarization of CMBR on large-angular
scales can probe the ionization history of the early universe, set constraints
on baryon density and the spectral index of the gravitational waves.
","[{""version"":""v1"",""created"":""Thu, 30 Jun 1994 20:33:39 GMT""}]","2009-10-22"
"astro-ph/9407001","Biman Nath","Biman B. Nath and Peter L. Biermann","Gamma Line Radiation Emission from Stellar Winds in Orion Complex: A
  test for cosmic ray origin theory","8 pages, plain TeX, to appear in Monthly Notices (of RAS) pink pages",,,,"astro-ph",,"  We consider $\gamma$-ray emission from heavy nuclei that are accelerated in
the shocks of stellar winds and are excited in interactions with the ambient
matter in the Orion complex. We show that the recent detection of $\gamma$-ray
lines in the Orion complex by COMPTEL telescope can be explained by such a
scenario, assuming cosmic abundances. The scenario is consistent with recent
models of cosmic ray acceleration in stellar winds of massive stars.
","[{""version"":""v1"",""created"":""Fri, 1 Jul 1994 03:50:34 GMT""}]","2007-05-23"
"astro-ph/9407002",,"R. Nesci, G.C. Perola and A. Wolter","A ROSAT Hri Obsrevation of the Cooling Flow Cluster MS0839.9+2938","5 pages postscript file, 5 figures available on request form R. Nesci
  (nesci@astrom.astro.it)",,,,"astro-ph",,"  A ROSAT HRI observation of the cluster MS0839.9+2938 at z=0.194 is presented.
It confirms the earlier suggestion, based on the detection of extended
H$\alpha$ emission, that the inner regions of this cluster are dominated by a
cooling flow. The surface brightness distribution within the cooling radius
shows structures which can be interpreted as evidence of a highly inhomogeneous
space distribution of the cooling process. We note that the brightness at the
barycentre of its distribution, which falls right on top of the central giant
elliptical galaxy, is lower than the peaks in the structures around: we suggest
that this situation is likely to arise as a consequence of photoelectric
absorption by cold gas within the cooling flow, with an equivalent column
density in the order of 5$\times$10$^{21}$ cm$^{-2}$ within $\sim$10"" from the
centre.
","[{""version"":""v1"",""created"":""Fri, 1 Jul 1994 11:08:00 GMT""}]","2007-05-23"
"cond-mat/9406123",,"J.O. White, R. Buhleier, S.D. Brorson, I.E. Trofimov, H.-U.
  Habermeier, and J. Kuhl (Max-Planck-Institut f\""ur Festk\""orperforschung,
  Postfach 800665, 70506 Stuttgart, Germany)","Complex conductivity of $\rm Y_{1-x}Pr_xBa_2Cu_3O_7$ thin films measured
  by coherent terahertz spectroscopy","2 pages, REVTEX 3.0, figures upon request. To appear in Physica C,
  and as a poster @ the M^2S-HTSC conference, Grenoble, 5 July 1994",,"10.1016/0921-4534(94)92234-9",,"cond-mat",,"  The complex transmission of Y_{1-x}Pr_xBa_2Cu_3O_7 single crystal thin films
has been measured in the range 0.2-1.0 THz using time domain spectroscopy. The
complex conductivity is calculated without using a Kramers-Kronig analysis. All
of the superconducting samples show a peak in $\sigma_1(T)$ below $T_c$. The
underdoped samples show a deviation from $1/(\alpha+\beta T)$ behavior above
$T_c$ that may be linked with the onset of a spin gap.
","[{""version"":""v1"",""created"":""Thu, 30 Jun 1994 16:36:29 GMT""}]","2009-10-22"
"cond-mat/9407001","Sean M. Quinlan","S. M. Quinlan and D. J. Scalapino","Neutron scattering in a d_{x^2-y^2}-wave superconductor with strong
  impurity scattering and Coulomb correlations","24 pages (12 tarred-compressed-uuencoded Postscript figures), REVTeX
  3.0 with epsf macros, UCSBTH-94-18","Phys. Rev. B 51, 497 (1995)","10.1103/PhysRevB.51.497",,"cond-mat",,"  We calculate the spin susceptibility at and below T_c for a d_{x^2-y^2}-wave
superconductor with resonant impurity scattering and Coulomb correlations. Both
the impurity scattering and the Coulomb correlations act to maintain peaks in
the spin susceptibility, as a function of momentum, at the Brillouin zone edge.
These peaks would otherwise be suppressed by the superconducting gap. The
predicted amount of suppression of the spin susceptibility in the
superconducting state compared to the normal state is in qualitative agreement
with results from recent magnetic neutron scattering experiments on
La_{1.86}Sr_{0.14}CuO_4 for momentum values at the zone edge and along the zone
diagonal. The predicted peak widths in the superconducting state, however, are
narrower than those in the normal state, a narrowing which has not been
observed experimentally.
","[{""version"":""v1"",""created"":""Fri, 1 Jul 1994 08:30:30 GMT""}]","2009-10-22"
"cond-mat/9407002","William Barford","M Harrison and W Barford (University of Sheffield)","The Abrikosov Flux Lattice in Planar Crystals of YBaCuO","17 pages, Latex",,,,"cond-mat",,"  Anisotropic London Theory is used to predict the Abriskosv flux lattice in
planar crystals of YBaCuO. By taking into account the orientation of the flux
lattice as a function of applied field it is shown that the vortex chain state
is observed in Bitter pattern experiments.
","[{""version"":""v1"",""created"":""Fri, 1 Jul 1994 13:26:15 GMT""}]","2007-05-23"
"cond-mat/9407003","Yacov Kantor","Yacov Kantor and Mehran Kardar","Collapse of Randomly Self-Interacting Polymers","8 pages, TeX, 4 uuencoded postscript figures, MIT-CMT-2","Europhysics Letters 28, 169-174 (1994)","10.1209/0295-5075/28/3/003",,"cond-mat",,"  We use complete enumeration and Monte Carlo techniques to study
self--avoiding walks with random nearest--neighbor interactions described by
$v_0q_iq_j$, where $q_i=\pm1$ is a quenched sequence of ``charges'' on the
chain. For equal numbers of positive and negative charges ($N_+=N_-$), the
polymer with $v_0>0$ undergoes a transition from self--avoiding behavior to a
compact state at a temperature $\theta\approx1.2v_0$. The collapse temperature
$\theta(x)$ decreases with the asymmetry $x=|N_+-N_-|/(N_++N_-)$
","[{""version"":""v1"",""created"":""Fri, 1 Jul 1994 14:07:43 GMT""}]","2009-10-22"
"cond-mat/9407004","William Barford","C. Vermeulen, W. Barford and E. R. Gagliano","Charge Transfer Excitons and the Metal-Insulator Transition in the High
  Temperature Superconductors","Latex",,,,"cond-mat",,"  The effects of the nearest neighbour Coulomb repulsion, V, are considered in
the one dimensional copper-oxide chain using the modified Lanczos method. Above
a critical value of V we find that charge transfer excitons are the lowest
lying energy exitations in the insulating phase. Close to the metal-insulator
transition and $V=0$ there is good `particle-hole' symmetry, showing that the
mapping from a two band model to a one band model is appropriate. The effect of
the nearest neighbour repulsion is to create states in the gap and to pin the
Fermi level upon hole doping.
","[{""version"":""v1"",""created"":""Fri, 1 Jul 1994 15:22:30 GMT""}]","2007-05-23"
"cond-mat/9407005","Angel Sanchez","Angel Sanchez, Francisco Dominguez-Adame, and Enrique Macia","Excitation decay in one-dimensional disordered systems with paired traps","REVTeX 3.0, 10 pages, 7 figures available on request from FD-A
  (fimat02@emducms1.sis.ucm.es), Universidad Carlos III preprint MA/UC3M/08/94",,"10.1103/PhysRevB.51.173",,"cond-mat",,"  Incoherent transport of excitations in one-dimensional disordered lattices
with pairs of traps placed at random is studied by numerically solving the
corresponding master equation. Results are compared to the case of lattices
with the same concentration of unpaired traps, and it is found that pairing of
traps causes a slowdown of the decay rate of both the mean square displacement
and the survival probability of excitations. We suggest that this result is due
to the presence of larger trap-free segments in the lattices with paired
disorder, which implies that pairing of traps causes less disruption on the
dynamics of excitations. In the conclusion we discuss the implications of our
work, placing it in a more general context.
","[{""version"":""v1"",""created"":""Fri, 1 Jul 1994 15:28:14 GMT""}]","2009-10-22"
