"alg-geom/9407003","Raghu Nyshadham","I.Biswas and N.Raghavendra","Canonical Generators for the Cohomology of Moduli of Parabolic Bundles
  on Curves","22 pages, Latex Version 2.09",,,,"alg-geom math.AG",,"  We determine generators of the rational cohomology algebras of moduli spaces
of parabolic vector bundles on a curve, under some `primality' conditions on
the parabolic datum. These generators are canonical in a precise sense. Our
results are new even for usual vector bundles (i.e., vector bundles without
parabolic structure) whose rank is greater than 2 and is coprime to the degree;
in this case, they are generalizations of a theorem of Newstead on the moduli
of vector bundles of rank 2 and odd degree.
","[{""version"":""v1"",""created"":""Mon, 4 Jul 1994 18:04:51 GMT""}]","2008-02-03"
"astro-ph/9407012","Pfenniger Daniel","D. Pfenniger, F. Combes","Fractal Cold Gas as Dark Matter in Galaxies and Clusters","4 pages, OBSGE-DM-4, uuencoded compressed postscript, XIVth Moriond
  Astrophysics Meeting, ``Clusters of Galaxies'', M\'eribel, 12-19 March 1994",,,,"astro-ph",,"  The conjecture that dark matter in galaxies is mostly cold fractal gas is
developed in the more general context of the thermodynamics of the ideal
isothermal gas subject to gravitational instability. This simple gas model
already contains the contrary ingredients able to prevent an asymptotic
equilibrium: any growing gravothermal singularity evaporates in a finite time,
and any tendency to uniform gas is gravitationally unstable. The paradox is
simply resolved by allowing fractal states, which are then scale-free and
steady {\it in average}, but non-differentiable and time-dependent. If we apply
to clusters the lessons learned with galaxies, we are led to the conclusion
that gas in clusters at a temperature much below the virial temperature should
also adopt a fractal structure and become inhomogeneous. The same instrumental
biases acting at galactic scale and preventing the detection of the smallest
and coldest sub-resolution clumps in the fractal are then even more relevant
for cluster gas measurements. The large baryonic mass observed in the cluster
hot gas and the morphology-density relation suggest also gaseous dark matter in
spirals. If this dark gas component remains undetected in spirals, the same
instrumental biases should hold in clusters, where cooling hot gas disappears
from detection near the centre.
","[{""version"":""v1"",""created"":""Tue, 5 Jul 1994 11:39:00 GMT""}]","2007-05-23"
"astro-ph/9407013","Pfenniger Daniel","F. Combes, D. Pfenniger","News on Dark Matter in Galaxies and Clusters","8 pages, uuencoded compressed postscript, XIVth Moriond Astrophysics
  Meeting, ``Clusters of Galaxies'', M\'eribel, 12-19 March 1994, OBSGE-DM-5",,,,"astro-ph",,"  Major progresses have been made this last year towards a better knowledge of
the invisible mass. Michel Spiro will talk in details about the micro-lensing
experiments and their promising results; the ROSAT satellite has provided
extended X-ray maps of the hot gas, which traces dark matter in galaxy
clusters: they reveal lower amounts of dark matter in clusters than was
previously derived; the dark to visible mass in clusters is not larger than its
value in spiral galaxies. It was shown, by X-ray data and gravitational lenses
analysis that the dark matter density is highly peaked towards the cluster
centers. A new dark matter candidate has also been proposed, in the form of
cold and fractal molecular gas that could be present around most late-type
spiral galaxies and account for the observed flat rotation curves.
","[{""version"":""v1"",""created"":""Tue, 5 Jul 1994 12:03:00 GMT""}]","2007-05-23"
"astro-ph/9407014","Andrzej Udalski","A. Udalski, M. Szymanski, K.Z. Stanek, J. Kaluzny, M. Kubiak, M.
  Mateo, W. Krzeminski, B. Paczynski, and R. Venkat","The Optical Depth to Gravitational Microlensing in the Direction of the
  Galactic Bulge","19 pages, uses AAS LaTeX aaspp.sty macro. Full paper as appears in
  Acta Astronomica 44, 165 (12 figures, 3 tables) in gziped Postscript form
  (430kB) is available via anonymous ftp from sirius.astrouw.edu.pl
  (148.81.8.1) directory /ogle as paper_eff.ps.gz","Acta Astron. 44 (1994) 165-189",,,"astro-ph",,"  We present the analysis of the first two years of the OGLE search for
gravitational lenses towards the Galactic bulge. We detected 9 microlensing
events in an algorithmic search of $ \sim 10^8 $ measurements of $ \sim 10^6 $
stars. The characteristic time scales are in the range $ 8.6 < t_0 < 62 $ days,
where $ t_0 = R_E / V $. The distribution of amplitudes is consistent with
theoretical expectation. The stars seem to be drawn at random from the overall
distribution of the observed bulge stars. We find that the optical depth to
microlensing is larger than $ ( 3.3 \pm 1.2 ) \times 10^{-6}$, in excess of
current theoretical estimates.
","[{""version"":""v1"",""created"":""Tue, 5 Jul 1994 15:18:47 GMT""}]","2007-05-23"
"cmp-lg/9407002","Mehryar Mohri","Mehryar Mohri (IGM-LADL, Paris, FRANCE)","Syntactic Analysis by Local Grammars Automata: an Efficient Algorithm","13 pages,Postscript uuencoded,to appear in Proceedings of COMPLEX '94",,,,"cmp-lg cs.CL",,"  Local grammars can be represented in a very convenient way by automata. This
paper describes and illustrates an efficient algorithm for the application of
local grammars put in this form to lemmatized texts.
","[{""version"":""v1"",""created"":""Mon, 4 Jul 1994 21:37:12 GMT""}]","2008-02-03"
"cmp-lg/9407003","Mehryar Mohri","Mehryar Mohri (IGM-Ladl, Paris, France)","Compact Representations by Finite-State Transducers","5 pages,latex+5figures,to appear in Proceedings of ACL 94",,,,"cmp-lg cs.CL",,"  Finite-state transducers give efficient representations of many Natural
Language phenomena. They allow to account for complex lexicon restrictions
encountered, without involving the use of a large set of complex rules
difficult to analyze. We here show that these representations can be made very
compact, indicate how to perform the corresponding minimization, and point out
interesting linguistic side-effects of this operation.
","[{""version"":""v1"",""created"":""Mon, 4 Jul 1994 23:18:21 GMT""}]","2008-02-03"
"cmp-lg/9407004","Mitsutaka Matumoto","Mitsutaka Matsumoto (Kyoto University)","Japanese word sense disambiguation based on examples of synonyms","41 pages, PostScript file,Compressed and encoded with ""uufiles""",,,,"cmp-lg cs.CL",,"  (This is not the abstract): The language is Japanese. If your printer does
not have fonts for Japases characters, the characters in figures will not be
printed out correctly. Dissertation for Bachelor's degree at Kyoto
University(Nagao lab.),March 1994.
","[{""version"":""v1"",""created"":""Tue, 5 Jul 1994 08:11:49 GMT""}]","2009-09-25"
"cond-mat/9407018","Francisco Dominguez-Adame Acosta","E. Macia and F. Dominguez-Adame","Exciton Optical Absorption in Self-Similar Aperiodic Lattices","16 pages in REVTeX 3.0. 2 figures on request to F. D-A
  (fimat02@emducms1.sis.ucm.es)",,"10.1103/PhysRevB.50.16856",,"cond-mat",,"  Exciton optical absorption in self-similar aperiodic one-dimensional systems
is considered, focusing our attention on Thue-Morse and Fibonacci lattices as
canonical examples. The absorption line shape is evaluated by solving the
microscopic equations of motion of the Frenkel-exciton problem on the lattice,
in which on-site energies take on two values, according to the Thue-Morse or
Fibonacci sequences. Results are compared to those obtained in random lattices
with the same stechiometry and size. We find that aperiodic order causes the
occurrence of well-defined characteristic features in the absorption spectra
which clearly differ from the case of random systems, indicating a most
peculiar exciton dynamics. We successfully explain the obtained spectra in
terms of the two-center problem. This allows us to establish the origin of all
the absorption lines by considering the self-similar aperiodic lattices as
composed of two-center blocks, within the same spirit of the renormalization
group ideas.
","[{""version"":""v1"",""created"":""Mon, 4 Jul 1994 18:18:27 GMT""}]","2009-10-22"
"cond-mat/9407019","Werner Krauth","Werner Krauth and Olivier Pluchery","A Rapid Dynamical Monte Carlo Algorithm for Glassy Systems","RevTex 7 pages + 4 figures (uuencoded) appended; LPS preprint",,"10.1088/0305-4470/27/18/012",,"cond-mat",,"  In this paper we present a dynamical Monte Carlo algorithm which is
applicable to systems satisfying a clustering condition: during the dynamical
evolution the system is mostly trapped in deep local minima (as happens in
glasses, pinning problems etc.). We compare the algorithm to the usual Monte
Carlo algorithm, using as an example the Bernasconi model. In this model, a
straightforward implementation of the algorithm gives an improvement of several
orders of magnitude in computational speed with respect to a recent, already
very efficient, implementation of the algorithm of Bortz, Kalos and Lebowitz.
","[{""version"":""v1"",""created"":""Tue, 5 Jul 1994 12:55:50 GMT""}]","2009-10-22"
"cond-mat/9407020","Francisco Dominguez-Adame Acosta","B. Mendez and F. Dominguez-Adame (Departamento de Fisica de Materiales
  Universidad Complutense, E-28040 Madrid, Spain)","Exact Solutions of Two-Band Models of Graded-Gap Superlattices","7 pages in REVTeX 3.0. 1 Figure on request to F. D-A
  (fimat02@emducms1.sis.ucm.es). FM-UCM-32",,"10.1002/pssb.2221840235",,"cond-mat",,"  We have theoretically investigated two-band models of graded-gap
superlattices within the envelope-function approximation. Assuming that the gap
varies linearly with spatial coordinate, we are able to find exact solutions of
the corresponding Dirac-like equation describing the conduction- and
valence-band envelope-functions. The dispersion relation inside allowed
miniband of the superlattice may be expressed in terms of confluent
hypergeometric functions in a closed form.
","[{""version"":""v1"",""created"":""Tue, 5 Jul 1994 12:55:33 GMT""}]","2015-06-25"
